,imdb_id,tmdb_rating,tmdb_votes,popularity
0,tt0035423,6.2,832,8.325
1,tt0113026,5.6,18,2.605
2,tt0116748,0.0,0,0.6
3,tt0118589,3.8,68,5.767
4,tt0118694,8.1,1012,13.292
5,tt0118926,7.0,29,4.278
6,tt0120117,5.0,1,0.875
7,tt0120202,6.5,102,5.941
8,tt0120630,6.6,2965,15.7
9,tt0120667,5.7,6327,19.051
10,tt0120679,7.5,1202,8.788
11,tt0120681,6.7,1653,10.453
12,tt0120737,8.3,16238,43.126
13,tt0120753,6.0,163,8.86
14,tt0120755,6.1,4009,22.347
15,tt0120804,6.5,3881,29.661
16,tt0120824,6.4,206,7.918
17,tt0120903,7.0,7645,1.536
18,tt0120912,6.3,6572,25.187
19,tt0120913,6.5,576,10.199
20,tt0120917,7.5,3948,17.894
21,tt0121164,7.4,5097,17.308
22,tt0121765,6.5,8341,25.667
23,tt0121766,7.3,8613,27.437
24,tt0122459,6.5,123,6.402
25,tt0125022,5.9,505,11.371
26,tt0126029,7.6,10014,32.926
27,tt0127349,6.8,42,5.738
28,tt0130623,6.4,1387,12.616
29,tt0131704,4.0,217,7.583
30,tt0132245,4.9,392,9.863
31,tt0133152,5.7,2459,15.734
32,tt0133240,7.4,2310,14.761
33,tt0134084,5.9,1688,11.38
34,tt0134630,5.9,78,8.344
35,tt0134847,6.8,2896,11.312
36,tt0134983,4.9,188,8.061
37,tt0138524,5.9,799,10.437
38,tt0138681,5.5,6,2.621
39,tt0138749,7.1,2252,15.983
40,tt0138946,6.2,212,9.396
41,tt0139654,7.4,3284,16.607
42,tt0141399,4.4,23,2.502
43,tt0141907,4.4,36,3.892
44,tt0141926,6.4,622,10.698
45,tt0144084,7.4,5139,21.104
46,tt0144142,4.9,23,4.317
47,tt0144528,4.9,798,11.926
48,tt0144608,4.8,12,3.015
49,tt0144964,4.6,204,12.13
50,tt0145487,7.1,11303,33.358
51,tt0145937,6.5,75,6.703
52,tt0146309,7.0,376,9.652
53,tt0146316,5.8,4177,19.234
54,tt0146882,7.2,1148,10.744
55,tt0146984,6.6,526,7.959
56,tt0148421,0.0,0,1.145
57,tt0149367,6.1,27,3.619
58,tt0149624,5.9,104,6.649
59,tt0151150,5.8,34,3.84
60,tt0153464,5.3,15,3.651
61,tt0156323,5.6,39,3.432
62,tt0156757,5.4,19,2.614
63,tt0156812,6.6,153,7.236
64,tt0156841,5.1,88,6.042
65,tt0157472,5.1,155,7.651
66,tt0158622,4.6,409,9.382
67,tt0159273,6.2,800,14.81
68,tt0159365,6.9,1050,10.585
69,tt0160009,5.8,268,8.239
70,tt0160127,5.7,2676,19.616
71,tt0160184,5.6,269,10.578
72,tt0160484,4.9,85,7.425
73,tt0160644,5.8,18,4.041
74,tt0160797,6.1,348,11.57
75,tt0160905,5.6,12,3.24
76,tt0161081,6.4,1050,9.708
77,tt0161083,5.2,134,8.342
78,tt0161216,6.1,17,4.079
79,tt0161860,7.4,67,4.261
80,tt0162222,7.6,6976,24.935
81,tt0162346,7.2,788,7.439
82,tt0162650,5.9,672,14.142
83,tt0162711,5.4,7,3.36
84,tt0162983,5.3,94,7.251
85,tt0163025,6.0,4327,1.07
86,tt0163676,4.7,27,3.27
87,tt0163983,5.1,146,8.012
88,tt0164052,5.7,1392,15.117
89,tt0164184,6.2,852,15.037
90,tt0164212,6.2,236,8.13
91,tt0164334,6.3,902,11.819
92,tt0164810,6.3,3,2.353
93,tt0165929,6.0,635,13.02
94,tt0165982,6.8,1114,14.903
95,tt0166110,4.6,76,5.628
96,tt0166276,4.6,156,8.302
97,tt0166813,7.6,2476,16.629
98,tt0167190,6.6,4587,18.974
99,tt0167203,5.6,37,4.68
100,tt0167260,8.4,14827,41.896
101,tt0167261,8.3,14012,35.682
102,tt0167456,4.7,177,8.209
103,tt0168515,6.3,4,1.65
104,tt0168629,8.0,933,10.994
105,tt0168786,6.9,251,7.543
106,tt0169102,7.4,269,7.48
107,tt0170016,6.6,4189,14.623
108,tt0170452,4.7,11,1.905
109,tt0170691,6.7,281,7.728
110,tt0171356,5.6,63,5.744
111,tt0171359,6.0,71,7.049
112,tt0171433,6.0,341,8.033
113,tt0171580,6.0,216,7.231
114,tt0172156,6.5,3150,26.788
115,tt0172495,8.1,11138,33.003
116,tt0172632,6.7,7,2.429
117,tt0173716,6.4,117,7.382
118,tt0173840,6.0,845,13.192
119,tt0174336,3.8,23,3.678
120,tt0174480,6.0,377,9.314
121,tt0174732,0.0,0,0.6
122,tt0175142,6.2,3956,18.776
123,tt0177068,5.0,3,0.967
124,tt0177971,6.3,1251,12.534
125,tt0178642,4.7,22,2.923
126,tt0179098,6.3,118,8.883
127,tt0179626,5.8,382,9.777
128,tt0180052,4.3,282,8.431
129,tt0180073,7.0,288,8.173
130,tt0180093,8.0,5872,6.764
131,tt0180679,5.4,7,3.127
132,tt0180734,6.4,276,8.307
133,tt0180837,6.1,13,4.945
134,tt0181151,5.6,81,7.168
135,tt0181536,7.1,610,9.538
136,tt0181689,7.3,5252,16.958
137,tt0181739,6.1,563,12.857
138,tt0181836,5.6,17,3.8
139,tt0181852,6.0,4101,22.498
140,tt0181865,7.1,1135,12.447
141,tt0181875,7.5,1514,11.69
142,tt0181912,6.4,15,3.159
143,tt0181945,0.0,0,0.633
144,tt0181984,6.7,362,11.027
145,tt0182000,6.0,60,5.198
146,tt0182295,5.3,27,4.168
147,tt0182508,5.8,16,2.88
148,tt0183505,6.3,2085,10.579
149,tt0183523,5.9,770,11.962
150,tt0183659,6.8,175,7.602
151,tt0183790,6.8,1865,12.125
152,tt0183869,6.2,976,14.382
153,tt0184719,8.0,1,0.621
154,tt0184791,5.9,147,7.51
155,tt0184858,5.7,350,8.229
156,tt0184894,6.3,1526,12.557
157,tt0184907,5.1,117,8.093
158,tt0185014,6.9,315,9.35
159,tt0185183,2.9,453,10.974
160,tt0185431,5.3,882,9.935
161,tt0186045,5.5,79,5.816
162,tt0186151,7.1,943,13.46
163,tt0186566,6.4,766,9.243
164,tt0186589,6.0,127,7.932
165,tt0186894,5.7,249,9.363
166,tt0186895,6.8,10,1.778
167,tt0186975,5.2,144,7.807
168,tt0187078,6.3,2661,21.002
169,tt0187393,7.1,2255,19.309
170,tt0187738,6.4,2879,19.232
171,tt0188160,3.9,5,2.718
172,tt0189192,4.6,399,8.87
173,tt0189541,0.0,0,2.094
174,tt0189998,6.7,295,7.644
175,tt0190138,6.4,1047,12.226
176,tt0190332,7.3,1825,15.964
177,tt0190374,4.1,324,10.882
178,tt0190590,7.3,2278,14.132
179,tt0190861,6.2,87,6.981
180,tt0190865,5.9,567,9.976
181,tt0191037,4.6,14,3.087
182,tt0191074,5.1,17,3.272
183,tt0191133,5.7,79,8.066
184,tt0191211,0.0,0,0.6
185,tt0191397,6.4,461,9.816
186,tt0191636,6.4,27,3.226
187,tt0191754,6.1,488,10.453
188,tt0192071,5.5,155,10.457
189,tt0192111,5.5,142,8.497
190,tt0192255,6.2,200,8.712
191,tt0192614,5.7,311,9.07
192,tt0192731,4.7,243,9.808
193,tt0192949,6.0,13,1.438
194,tt0193560,5.6,34,6.721
195,tt0194218,6.7,50,5.696
196,tt0195234,6.5,249,11.103
197,tt0195685,7.3,1739,11.387
198,tt0195714,6.5,3158,16.611
199,tt0195778,5.5,89,7.561
200,tt0195945,6.4,295,10.547
201,tt0196106,4.7,35,6.324
202,tt0196216,6.5,320,9.652
203,tt0196229,6.1,2686,12.011
204,tt0197096,5.8,12,3.332
205,tt0197311,0.0,0,1.426
206,tt0197633,4.2,5,1.579
207,tt0198021,7.0,403,9.268
208,tt0198386,5.7,15,3.584
209,tt0198781,7.8,12163,37.696
210,tt0199290,5.5,25,3.611
211,tt0199626,5.1,180,7.671
212,tt0199725,7.4,207,8.622
213,tt0199753,5.6,540,9.659
214,tt0200027,6.5,255,9.253
215,tt0200465,6.8,1251,16.683
216,tt0200530,6.3,29,5.151
217,tt0200550,6.1,1202,14.884
218,tt0200720,6.5,41,5.115
219,tt0201485,5.4,94,5.955
220,tt0202402,5.5,131,7.781
221,tt0202470,6.2,352,10.428
222,tt0202641,7.1,9,4.677
223,tt0202677,6.4,214,7.349
224,tt0203009,7.6,2949,13.707
225,tt0203019,7.2,1121,12.092
226,tt0203230,6.9,161,8.777
227,tt0203289,5.6,5,1.897
228,tt0203755,5.9,179,8.263
229,tt0204137,6.5,105,7.543
230,tt0204175,5.6,205,9.577
231,tt0204313,5.2,400,10.967
232,tt0204626,5.1,241,9.817
233,tt0204946,6.1,1044,7.097
234,tt0205271,4.8,167,8.088
235,tt0205461,4.6,26,5.352
236,tt0205873,6.8,98,5.416
237,tt0206226,5.8,45,4.969
238,tt0206275,6.5,802,12.017
239,tt0206314,6.4,636,10.362
240,tt0206367,5.4,33,4.62
241,tt0206420,5.6,92,6.082
242,tt0206634,7.6,4174,17.53
243,tt0206963,6.7,34,5.031
244,tt0207201,6.3,2365,19.734
245,tt0208003,5.7,1352,12.829
246,tt0208092,7.8,5413,23.273
247,tt0208874,6.7,115,5.963
248,tt0208988,5.0,310,10.164
249,tt0208990,7.1,212,6.603
250,tt0209163,6.2,4422,26.611
251,tt0209475,5.7,982,11.368
252,tt0209958,6.2,860,11.656
253,tt0210075,6.3,108,6.765
254,tt0210567,6.2,22,5.328
255,tt0210584,5.9,22,3.892
256,tt0210616,6.9,199,8.482
257,tt0210945,7.6,1506,13.177
258,tt0211181,5.4,841,12.271
259,tt0211443,4.6,650,12.046
260,tt0211915,7.9,7164,18.541
261,tt0211933,6.4,807,9.785
262,tt0211938,6.1,89,6.295
263,tt0212142,7.0,1,0.6
264,tt0212338,6.6,3742,15.556
265,tt0212346,6.4,2274,18.295
266,tt0212380,6.1,60,4.919
267,tt0212712,7.2,408,9.972
268,tt0212720,7.0,3956,15.164
269,tt0212827,0.0,0,1.4
270,tt0212974,6.1,18,4.825
271,tt0212985,6.6,2652,3.088
272,tt0213149,6.8,3919,19.771
273,tt0213203,6.2,225,9.976
274,tt0213790,5.2,70,6.505
275,tt0213847,7.1,750,13.749
276,tt0213890,6.8,112,8.216
277,tt0215129,6.0,1042,12.575
278,tt0215139,10.0,1,1.407
279,tt0215545,6.3,54,6.671
280,tt0215750,7.4,1979,14.128
281,tt0215850,7.3,6,0.858
282,tt0216216,5.9,1139,13.324
283,tt0216772,5.6,12,4.284
284,tt0216787,6.7,118,7.196
285,tt0217107,3.4,4,1.89
286,tt0217287,2.0,2,1.203
287,tt0217505,7.3,4064,16.233
288,tt0217630,5.2,241,9.634
289,tt0217756,5.1,93,8.26
290,tt0217869,7.1,5885,20.294
291,tt0217978,4.9,12,2.203
292,tt0218112,6.0,4,1.321
293,tt0218182,6.0,3,3.101
294,tt0218378,6.1,41,4.527
295,tt0218379,5.3,15,3.545
296,tt0218533,6.3,9,2.074
297,tt0218619,4.5,96,7.706
298,tt0218817,6.1,289,8.522
299,tt0218839,7.1,304,7.283
300,tt0218922,5.9,443,14.221
301,tt0218967,6.7,1090,8.794
302,tt0219400,5.1,41,4.974
303,tt0219405,5.6,8,2.56
304,tt0219653,4.8,327,9.664
305,tt0219699,6.5,639,10.742
306,tt0219756,7.0,1,1.162
307,tt0219854,6.2,503,9.078
308,tt0219952,4.9,90,7.314
309,tt0219965,6.3,568,10.366
310,tt0220099,6.4,321,11.154
311,tt0220100,6.1,39,6.041
312,tt0220506,4.5,610,10.073
313,tt0220596,4.0,1,1.4
314,tt0220627,6.5,53,4.228
315,tt0221013,5.8,9,1.615
316,tt0221027,7.4,2700,16.616
317,tt0221218,5.8,468,10.205
318,tt0221799,6.5,30,4.167
319,tt0221809,5.4,4,1.4
320,tt0222012,6.6,20,2.738
321,tt0222270,6.4,37,3.428
322,tt0222850,6.6,44,4.506
323,tt0223828,0.0,0,0.6
324,tt0223897,7.2,1026,14.088
325,tt0225071,5.8,191,8.141
326,tt0225196,0.0,0,1.555
327,tt0226430,5.0,1,2.248
328,tt0227005,6.2,94,6.478
329,tt0227445,6.7,873,10.898
330,tt0227538,5.7,2124,10.292
331,tt0227671,4.8,5,3.039
332,tt0227984,6.2,339,10.091
333,tt0228333,5.0,577,11.59
334,tt0228750,6.1,406,8.368
335,tt0229260,4.3,423,9.285
336,tt0230011,6.9,2930,16.687
337,tt0230030,5.8,994,11.788
338,tt0230055,5.0,3,3.746
339,tt0230600,7.6,3714,16.005
340,tt0230838,6.7,713,10.132
341,tt0231402,5.0,325,8.761
342,tt0231448,5.4,50,5.686
343,tt0231775,5.2,198,10.43
344,tt0231971,5.4,25,4.031
345,tt0232079,4.8,13,2.463
346,tt0232500,6.8,6069,3.195
347,tt0233142,5.7,328,9.612
348,tt0233315,5.0,1,0.669
349,tt0233469,5.6,768,11.133
350,tt0233687,6.5,6,2.783
351,tt0233841,7.8,35,2.403
352,tt0234137,6.1,40,5.033
353,tt0234215,6.9,6513,26.714
354,tt0234354,6.1,76,6.599
355,tt0234829,5.3,106,7.226
356,tt0234853,5.9,42,4.351
357,tt0235327,7.6,55,6.24
358,tt0235553,5.0,6,2.509
359,tt0235737,6.7,186,9.205
360,tt0236008,7.0,1,1.828
361,tt0236019,5.7,14,3.062
362,tt0236172,0.0,0,0.6
363,tt0236216,7.3,45,5.83
364,tt0236348,5.5,156,9.679
365,tt0236388,6.5,33,4.848
366,tt0236447,5.5,2,1.151
367,tt0236493,5.8,849,12.071
368,tt0236576,7.5,11,1.276
369,tt0236638,3.6,26,4.431
370,tt0236784,6.1,245,9.41
371,tt0237534,6.6,797,11.28
372,tt0237539,7.3,112,6.165
373,tt0237572,6.6,491,8.033
374,tt0237994,6.9,9,1.227
375,tt0238015,0.0,0,1.607
376,tt0238112,5.9,294,7.461
377,tt0238247,7.3,4,1.073
378,tt0238380,7.0,2748,11.807
379,tt0238546,5.7,508,11.534
380,tt0238924,6.7,87,6.114
381,tt0238948,5.6,44,4.238
382,tt0239234,6.4,12,2.061
383,tt0239395,5.3,960,10.306
384,tt0239948,5.5,302,8.259
385,tt0239949,4.8,90,9.523
386,tt0239986,6.2,32,5.494
387,tt0240122,7.5,2,1.011
388,tt0240149,6.3,33,3.256
389,tt0240200,6.8,63,3.576
390,tt0240402,5.3,27,4.471
391,tt0240462,5.1,1034,11.699
392,tt0240468,6.0,288,8.837
393,tt0240510,6.5,292,8.316
394,tt0240515,4.5,223,9.026
395,tt0240772,7.4,7486,25.213
396,tt0240890,6.8,1123,7.567
397,tt0240900,5.3,108,9.339
398,tt0240912,6.8,10,1.736
399,tt0240980,5.5,15,2.239
400,tt0241025,5.8,193,8.515
401,tt0241223,5.3,21,3.028
402,tt0241303,6.9,2111,11.253
403,tt0241527,7.8,15960,72.597
404,tt0241760,5.7,301,9.275
405,tt0242193,6.6,234,9.348
406,tt0242252,5.9,49,5.494
407,tt0242423,5.4,1080,9.01
408,tt0242445,5.5,227,10.252
409,tt0242587,6.9,55,4.759
410,tt0242653,6.6,5847,23.34
411,tt0242994,7.1,12,3.886
412,tt0242998,5.2,279,10.034
413,tt0243017,7.7,522,7.567
414,tt0243133,7.6,820,9.672
415,tt0243155,6.7,3177,13.685
416,tt0243255,6.4,90,7.195
417,tt0243415,6.0,4,1.277
418,tt0243493,6.3,257,7.255
419,tt0243585,5.6,1486,9.564
420,tt0243655,6.4,508,9.02
421,tt0243736,5.3,651,9.769
422,tt0243862,6.6,64,4.022
423,tt0244000,6.0,119,8.043
424,tt0244244,6.2,1661,12.691
425,tt0244316,8.0,193,7.519
426,tt0244479,7.0,37,5.155
427,tt0244528,5.2,10,2.027
428,tt0244709,5.4,8,3.109
429,tt0244970,6.0,220,11.297
430,tt0245046,6.0,76,5.705
431,tt0245115,6.3,19,4.025
432,tt0245120,5.3,89,8.738
433,tt0245238,7.0,310,8.894
434,tt0245280,7.3,13,3.908
435,tt0245429,8.5,8805,41.485
436,tt0245479,4.3,9,3.793
437,tt0245562,5.9,637,10.475
438,tt0245574,7.4,713,12.249
439,tt0245674,5.7,938,11.589
440,tt0245686,5.5,421,10.085
441,tt0245803,5.3,508,11.713
442,tt0245825,4.9,17,1.796
443,tt0245837,6.9,19,2.33
444,tt0245844,7.5,917,13.325
445,tt0245891,4.7,8,2.388
446,tt0245904,0.0,0,0.6
447,tt0246002,6.8,11,3.267
448,tt0246134,6.4,19,3.842
449,tt0246404,6.9,36,5.22
450,tt0246460,5.9,2094,20.367
451,tt0246464,6.2,154,9.027
452,tt0246544,5.3,119,8.083
453,tt0246578,7.8,7789,21.187
454,tt0246628,6.6,14,3.618
455,tt0246677,6.7,136,7.662
456,tt0246894,3.9,260,8.267
457,tt0246989,5.2,132,8.224
458,tt0247196,6.8,143,6.19
459,tt0247199,7.0,338,6.048
460,tt0247425,6.8,169,10.692
461,tt0247444,5.0,44,5.096
462,tt0247638,6.8,2959,20.291
463,tt0248012,6.0,14,2.526
464,tt0248126,7.7,224,8.92
465,tt0248169,0.0,0,2.004
466,tt0248408,6.9,278,7.992
467,tt0248617,5.1,16,1.582
468,tt0248667,6.8,963,9.795
469,tt0248845,7.8,173,7.452
470,tt0249371,5.9,61,4.951
471,tt0249380,4.3,180,9.344
472,tt0249462,7.6,2331,12.741
473,tt0249478,5.6,213,8.086
474,tt0249516,1.8,68,7.286
475,tt0249588,4.0,1,0.6
476,tt0250081,6.6,108,6.955
477,tt0250202,6.3,32,3.41
478,tt0250224,6.5,193,9.389
479,tt0250274,7.1,19,3.57
480,tt0250310,4.2,86,8.204
481,tt0250323,6.3,71,6.181
482,tt0250371,6.4,28,3.81
483,tt0250415,5.4,24,4.052
484,tt0250494,6.4,2090,15.017
485,tt0250687,6.1,1034,10.772
486,tt0250690,5.2,8,2.223
487,tt0250720,4.9,98,7.049
488,tt0250774,5.0,1,0.886
489,tt0250797,6.4,659,11.776
490,tt0251031,6.7,31,4.171
491,tt0251075,5.9,1284,10.314
492,tt0251114,6.3,485,10.664
493,tt0251127,6.6,2109,11.195
494,tt0251160,7.1,1243,11.075
495,tt0251736,6.1,760,8.732
496,tt0251756,5.8,5,0.6
497,tt0252028,5.6,290,9.666
498,tt0252076,5.9,1140,10.831
499,tt0252223,5.8,9,2.699
500,tt0252444,7.1,189,7.874
501,tt0252480,6.6,88,6.739
502,tt0252501,6.6,255,9.202
503,tt0252503,6.3,256,10.36
504,tt0252866,6.1,3037,17.051
505,tt0253126,6.6,19,4.417
506,tt0253474,8.3,4859,21.593
507,tt0253556,6.0,1270,12.067
508,tt0253754,6.2,800,14.159
509,tt0253798,5.8,101,7.734
510,tt0253867,5.5,625,11.053
511,tt0254099,6.5,42,4.862
512,tt0254455,6.6,266,10.143
513,tt0254481,6.7,101,7.358
514,tt0254686,7.3,485,10.252
515,tt0255055,4.0,1,1.139
516,tt0255111,6.6,20,2.753
517,tt0255212,4.7,8,2.155
518,tt0255305,4.6,7,1.394
519,tt0255309,6.3,3,1.176
520,tt0255477,5.8,523,7.979
521,tt0255653,6.0,22,4.332
522,tt0255798,4.7,663,9.299
523,tt0255819,7.1,131,8.15
524,tt0256009,7.3,618,11.661
525,tt0256103,6.2,82,11.689
526,tt0256259,6.8,10,1.261
527,tt0256276,6.2,104,7.655
528,tt0256380,6.0,1723,11.554
529,tt0256408,7.0,16,5.552
530,tt0256415,6.3,878,11.827
531,tt0256524,6.5,420,9.16
532,tt0257044,7.3,2090,11.809
533,tt0257076,6.0,1420,17.09
534,tt0257106,5.7,2723,18.183
535,tt0257215,5.5,5,1.397
536,tt0257282,8.0,3,1.321
537,tt0257360,6.8,688,9.099
538,tt0257516,5.3,348,10.033
539,tt0257568,4.6,446,11.381
540,tt0257756,6.2,400,11.017
541,tt0257953,10.0,1,0.6
542,tt0258000,6.7,2867,11.984
543,tt0258038,5.2,76,7.308
544,tt0258068,6.7,148,7.842
545,tt0258153,5.8,526,9.188
546,tt0258463,7.4,6007,20.635
547,tt0258470,5.4,324,8.677
548,tt0259072,7.7,45,4.523
549,tt0259207,7.0,3,2.421
550,tt0259288,6.4,455,8.546
551,tt0259324,5.4,3690,17.972
552,tt0259393,6.6,102,6.861
553,tt0259446,6.4,1295,12.059
554,tt0259484,7.0,111,5.702
555,tt0259567,6.3,9,3.994
556,tt0259711,6.8,2301,12.363
557,tt0259974,6.5,168,8.128
558,tt0260695,5.0,4,1.513
559,tt0260775,7.4,9,1.4
560,tt0260866,6.1,485,11.621
561,tt0261066,7.3,3,1.9
562,tt0261289,5.3,168,8.875
563,tt0261392,6.4,902,11.267
564,tt0261697,7.2,9,2.864
565,tt0261983,6.2,491,9.56
566,tt0262396,6.3,52,6.055
567,tt0262432,6.8,63,4.924
568,tt0262462,3.6,4,1.838
569,tt0263488,6.3,1564,12.172
570,tt0263725,7.3,29,4.58
571,tt0263728,4.2,16,4.897
572,tt0263734,5.2,14,3.475
573,tt0263757,6.3,427,9.34
574,tt0264013,7.7,12,2.303
575,tt0264150,5.2,302,7.691
576,tt0264395,6.5,564,11.953
577,tt0264464,7.9,8644,22.999
578,tt0264472,6.1,574,12.425
579,tt0264476,7.7,20,2.221
580,tt0264796,7.3,237,8.323
581,tt0264802,6.5,2,1.896
582,tt0264935,6.1,558,9.432
583,tt0265029,5.7,503,10.296
584,tt0265086,7.3,3336,17.096
585,tt0265087,5.3,647,10.142
586,tt0265101,6.0,4,1.46
587,tt0265148,5.7,20,2.471
588,tt0265208,6.4,1754,15.776
589,tt0265298,5.7,462,9.173
590,tt0265343,7.0,119,5.359
591,tt0265349,6.1,629,9.035
592,tt0265459,6.7,919,9.643
593,tt0265591,6.0,52,4.683
594,tt0265632,6.4,177,8.682
595,tt0265662,6.7,208,10.479
596,tt0265666,7.5,2623,15.041
597,tt0265808,5.0,83,8.996
598,tt0266452,6.0,221,6.902
599,tt0266465,6.0,487,10.951
600,tt0266489,6.1,1098,9.104
601,tt0266543,7.8,13064,33.368
602,tt0266697,8.0,11019,30.302
603,tt0266747,3.5,36,4.703
604,tt0266915,6.6,2243,13.141
605,tt0266987,6.9,1139,13.43
606,tt0267129,5.9,316,8.037
607,tt0267248,4.8,86,8.214
608,tt0267379,4.0,1,0.6
609,tt0267626,6.4,522,10.91
610,tt0267633,4.3,3,1.4
611,tt0267804,5.9,824,13.953
612,tt0267891,5.7,195,6.922
613,tt0267913,5.7,2340,13.09
614,tt0268126,7.4,1354,11.007
615,tt0268200,6.6,8,2.973
616,tt0268219,6.5,4,1.771
617,tt0268380,7.3,8506,25.492
618,tt0268397,5.6,498,10.644
619,tt0268695,5.9,1236,12.336
620,tt0268978,7.8,6287,18.298
621,tt0268995,6.7,392,9.106
622,tt0269095,5.8,185,8.031
623,tt0269329,7.0,8,1.234
624,tt0269341,6.7,34,4.622
625,tt0269347,6.1,375,9.098
626,tt0269461,6.5,8,1.674
627,tt0269499,6.2,36,4.853
628,tt0269746,7.2,42,3.344
629,tt0270259,5.8,22,3.367
630,tt0270288,6.8,612,7.636
631,tt0270480,5.9,29,4.079
632,tt0270707,5.0,83,7.127
633,tt0270846,2.6,79,6.861
634,tt0270971,7.0,2,1.16
635,tt0270980,4.7,413,8.767
636,tt0271027,6.6,571,13.749
637,tt0271219,6.0,41,6.583
638,tt0271259,6.2,97,6.851
639,tt0271263,5.3,180,8.963
640,tt0271337,5.1,18,2.059
641,tt0271367,5.4,587,9.977
642,tt0271582,6.8,13,4.192
643,tt0271604,6.6,5,0.6
644,tt0271668,5.6,495,8.967
645,tt0271748,5.8,9,1.239
646,tt0271885,6.4,16,4.576
647,tt0272020,7.0,612,9.822
648,tt0272152,7.2,1346,11.503
649,tt0272207,6.8,269,9.437
650,tt0272338,7.1,1167,8.761
651,tt0272730,4.0,1,1.4
652,tt0273253,7.0,4,1.24
653,tt0273435,6.9,42,5.348
654,tt0273517,5.7,201,8.615
655,tt0273689,6.0,52,5.798
656,tt0273799,5.4,81,7.566
657,tt0273923,6.0,258,11.431
658,tt0274117,7.3,156,5.303
659,tt0274166,6.2,2049,14.385
660,tt0274309,7.0,225,7.273
661,tt0274407,6.4,14,2.671
662,tt0274428,6.3,23,2.82
663,tt0274558,7.4,1001,12.281
664,tt0274711,5.4,79,7.076
665,tt0274812,6.8,784,12.273
666,tt0275022,5.0,345,8.739
667,tt0275170,4.3,2,1.52
668,tt0275263,10.0,1,0.6
669,tt0275491,7.4,484,9.925
670,tt0275560,5.3,3,2.2
671,tt0275719,7.0,110,8.265
672,tt0275847,7.4,3596,18.133
673,tt0276033,4.6,62,6.828
674,tt0276501,6.8,27,2.958
675,tt0276751,6.6,1416,8.699
676,tt0276816,6.1,225,8.967
677,tt0276860,6.0,2,1.35
678,tt0276919,7.8,1399,10.865
679,tt0277027,7.5,1201,10.748
680,tt0277296,5.4,1908,16.359
681,tt0277371,5.5,1068,14.268
682,tt0277434,6.9,1023,13.968
683,tt0277895,6.3,2,2.589
684,tt0277941,6.1,212,8.319
685,tt0278102,6.7,3,3.307
686,tt0278295,6.1,87,7.963
687,tt0278435,6.5,600,11.542
688,tt0278488,6.3,491,11.428
689,tt0278500,6.9,286,7.152
690,tt0278504,6.9,2602,13.575
691,tt0278522,4.9,11,1.931
692,tt0278731,6.6,381,7.317
693,tt0278823,6.6,251,6.484
694,tt0279064,7.2,83,4.46
695,tt0279065,6.6,37,4.172
696,tt0279111,6.0,90,6.604
697,tt0279113,6.0,323,6.908
698,tt0279286,4.8,23,3.192
699,tt0279493,5.6,209,8.882
700,tt0279778,6.1,138,7.843
701,tt0279781,5.0,118,8.875
702,tt0279831,6.0,1,0.6
703,tt0279889,5.4,87,8.591
704,tt0279926,5.0,1,0.6
705,tt0280030,6.2,874,13.061
706,tt0280380,6.1,279,11.173
707,tt0280438,5.8,20,4.2
708,tt0280460,5.6,131,6.783
709,tt0280486,5.4,426,10.022
710,tt0280490,5.8,20,3.305
711,tt0280491,7.4,144,7.134
712,tt0280523,7.3,3,1.57
713,tt0280590,5.7,1349,11.322
714,tt0280653,7.0,175,8.34
715,tt0280665,6.2,293,8.072
716,tt0280674,5.9,27,4.41
717,tt0280696,5.6,15,2.902
718,tt0280707,7.0,553,8.276
719,tt0280720,5.2,135,6.776
720,tt0280760,6.6,161,8.382
721,tt0280778,6.4,102,7.676
722,tt0281322,6.4,310,10.982
723,tt0281358,7.6,2476,14.136
724,tt0281364,6.4,654,12.465
725,tt0281373,5.5,418,9.55
726,tt0281534,4.6,11,1.4
727,tt0281680,5.2,9,2.437
728,tt0282120,5.9,124,8.178
729,tt0282209,5.3,302,8.721
730,tt0282687,5.6,284,8.866
731,tt0282698,6.5,41,4.4
732,tt0282718,4.6,4,1.28
733,tt0282768,6.5,14,2.33
734,tt0282856,6.0,19,5.187
735,tt0282965,0.0,0,0.6
736,tt0283026,5.1,135,6.447
737,tt0283084,6.5,272,8.095
738,tt0283139,7.2,210,6.726
739,tt0283160,4.9,52,4.532
740,tt0283283,7.2,66,4.866
741,tt0283426,5.8,702,13.505
742,tt0283431,6.6,38,4.157
743,tt0283503,6.0,31,3.791
744,tt0283530,7.0,218,11.903
745,tt0283632,4.9,131,8.952
746,tt0283832,7.0,498,9.149
747,tt0283883,6.5,10,2.826
748,tt0283900,7.2,615,8.967
749,tt0284034,5.5,33,4.492
750,tt0284262,6.5,7,1.393
751,tt0284363,7.3,45,3.158
752,tt0284426,0.0,0,0.841
753,tt0284478,5.6,4,0.978
754,tt0284490,5.4,540,8.141
755,tt0284494,4.8,4,1.922
756,tt0285052,7.5,74,5.646
757,tt0285175,5.2,161,8.275
758,tt0285462,5.0,348,8.916
759,tt0285487,5.6,8,1.96
760,tt0285531,5.4,1035,12.711
761,tt0285681,0.0,0,0.841
762,tt0285728,5.1,115,7.354
763,tt0285742,6.7,516,9.141
764,tt0285823,6.3,1229,11.546
765,tt0285861,7.0,72,6.868
766,tt0285869,6.3,8,3.149
