,Title,Year,Worldwide,Domestic
9891,Other People,2016,91441,91441
9892,Morris from America,2016,91151,91151
9893,A Kind of Murder,2016,91149,2915
9894,Moonwalkers,2016,90646,
9895,The Good Neighbor,2016,90573,
9896,Fireworks Wednesday 2016 Re-release,2016,90519,90519
9897,Ocean Waves,2016,87738,87738
9898,Author: The JT LeRoy Story,2016,87686,85999
9899,"My Love, Don't Cross That River 2016 Re-release",2016,86446,86446
9900,Ran 2016 Re-release,2016,84789,66097
9901,Los Sures,2016,83992,83992
9902,The Treasure,2016,82392,50203
9903,King Cobra,2016,81757,81757
9904,For the Love of Spock,2016,80141,80141
9905,Colliding Dreams,2016,78288,78288
9906,Anesthesia,2016,78270,32163
9907,Don't Blink - Robert Frank,2016,76134,76134
9908,The Ornithologist,2016,74714,50511
9909,The Monster,2016,74700,12544
9910,Reset,2016,74341,5454
9911,Do Not Resist,2016,72791,72791
9912,Raiders!: The Story of the Greatest Fan Film Ever Made,2016,71916,71916
9913,The Congressman,2016,71451,71451
9914,My Journey Through French Cinema,2016,71174,52214
9915,Norman Lear: Just Another Version of You,2016,70950,70950
9916,Rocky Handsome,2016,69289,
9917,Mastizaade,2016,68583,43403
9918,Wildflower,2016,68577,18062
9919,Sanam Teri Kasam,2016,67736,22121
9920,The Greasy Strangler,2016,67427,45878
9921,Max Rose,2016,66680,66680
9922,King Georges,2016,66175,66175
9923,Girl Asleep,2016,64056,60289
9924,Trapped,2016,63241,63241
9925,Creative Control,2016,63014,63014
9926,Mifune: The Last Samurai,2016,62279,62279
9927,In a Valley of Violence,2016,61797,61797
9928,The Seasons In Quincy: Four Portraits of John Berger,2016,61267,28456
9929,Apprentice,2016,60752,2578
9930,Too Late,2016,60438,60438
9931,Presenting Princess Shaw,2016,60197,60197
9932,Command and Control,2016,57635,57635
9933,Sold,2016,57527,57527
9934,The Battle of Algiers 2016 Re-release,2016,56853,56853
9935,Wedding Doll,2016,56196,56196
9936,Evolution,2016,55985,24770
9937,Holidays,2016,55621,
9938,The Last Man on the Moon,2016,53881,52482
9939,Down by Love,2016,53780,675
9940,The Unknowns,2016,51035,51035
9941,As I Open My Eyes,2016,50721,30989
9942,In Order of Disappearance 2016 Re-release,2016,50251,50251
9943,Daughters of the Dust 2016 Re-release,2016,47287,40986
9944,3 Weeks in Yerevan,2016,45536,45536
9945,Nuts!,2016,44230,44230
9946,Danny Says,2016,44213,44213
9947,The Land,2016,43756,43756
9948,The Empire of Corpses,2016,43320,
9949,Closet Monster,2016,42360,42166
9950,In Pursuit of Silence,2016,41913,29834
9951,Of Mind and Music,2016,40322,15073
9952,Is That a Gun in Your Pocket?,2016,39928,39928
9953,The Homeless Billionaire,2016,39493,39493
9954,La Notte,2016,39236,39236
9955,The Son of Joseph,2016,38774,30588
9956,Restored Me,2016,38745,38745
9957,Catching the Sun,2016,38613,38613
9958,Spa Night,2016,38578,38578
9959,Troublemakers: The Story of Land Art,2016,38571,29462
9960,Multiple Maniacs,2016,38403,33036
9961,Germans & Jews,2016,38100,38100
9962,Moscow Never Sleeps,2016,38004,25306
9963,Band of Outsiders 2016 Re-release,2016,38004,38004
9964,News from Planet Mars,2016,37507,310
9965,Trust Fund,2016,36885,36885
9966,Yoga Hosers,2016,36585,
9967,How to Let Go of the World: and Love All the Things Climate Can't Change,2016,36386,36386
9968,"Kill Me, Deadly",2016,36027,36027
9969,Off the Rails,2016,34249,34249
9970,Being Charlie,2016,32964,30400
9971,The Intervention,2016,32919,32919
9972,No Home Movie,2016,32757,32757
9973,Rurouni Kenshin Part I: Origins 2016 Re-release,2016,32445,32445
9974,"Rio, I Love You 2016 Re-release",2016,31982,31982
9975,Paths of the Soul,2016,31747,31747
9976,The Seventh Fire,2016,30977,30112
9977,Lamb,2016,30844,14547
9978,Therapy for a Vampire 2016 Re-release,2016,30115,30115
9979,The Eyes of My Mother,2016,29539,27099
9980,The Best Democracy Money Can Buy,2016,29500,29500
9981,The Dog Wedding,2016,29495,29495
9982,Time to Choose,2016,29233,29233
9983,"Rabin, the Last Day",2016,28411,28411
9984,Take Me to the River,2016,28041,28041
9985,Kate Plays Christine,2016,27364,25564
9986,Unlocking the Cage,2016,27284,27284
9987,A Monster with a Thousand Heads,2016,26865,24852
9988,Front Cover,2016,26409,26409
9989,Gurukulam,2016,25651,25651
9990,Banjo,2016,25531,25531
9991,Kill Command,2016,25427,
9992,Disturbing the Peace,2016,25287,25287
9993,Madaari,2016,24822,
9994,Sudden Fear,2016,24476,24476
9995,Last Days in the Desert,2016,24352,
9996,Level Up,2016,24083,1469
9997,The Fiancé,2016,23986,23986
9998,Almost Holy,2016,23957,21142
9999,Southbound,2016,23665,23665
10000,Good Kids,2016,23627,
10001,The Hill Chris Climbed: The Gridiron Heroes Story,2016,23487,23487
10002,Goat,2016,23020,23020
10003,Mirzya,2016,22886,
10004,The Black Dove,2016,22517,22517
10005,Kamikaze 89,2016,22440,22440
10006,Be Here Now,2016,22424,22424
10007,Generation Startup,2016,22271,22271
10008,Reparation,2016,22267,22267
10009,Pet,2016,22003,8004
10010,Blue Jay,2016,21626,21626
10011,Thank You for Your Service,2016,21497,21497
10012,Already Tomorrow in Hong Kong,2016,21206,21206
10013,Time Changer 2016 Re-release,2016,20797,20797
10014,Band of Robbers,2016,20555,20555
10015,This Last Lonely Place,2016,20507,20507
10016,Never,2016,20431,20431
10017,New World Order,2016,20205,20205
10018,Love Me True,2016,20100,20100
10019,"No Pay, Nudity",2016,20017,20017
10020,The Romans,2016,19705,19705
10021,Kills On Wheels 2016 Re-release,2016,19680,15898
10022,Art Bastard,2016,19600,19600
10023,Zoology,2016,19572,
10024,Hannah: Buddhism's Untold Journey,2016,19526,396
10025,Hunter Gatherer,2016,19462,19462
10026,Revelation: Dawn of Global Government,2016,19107,19107
10027,Search Engines,2016,19033,19033
10028,Ktown Cowboys,2016,18863,18863
10029,Seoul Searching,2016,18654,18654
10030,The Channel,2016,18319,18319
10031,The Lion in Winter 2016 Re-release,2016,18177,18177
10032,Coming Through the Rye,2016,18137,18137
10033,Peter and the Farm,2016,18123,18123
10034,Harry Benson: Shoot First,2016,18092,18092
10035,A Bit of Bad Luck,2016,18089,18089
10036,Holy Hell,2016,18051,18051
10037,I Knew Her Well,2016,18010,18010
10038,Men Go to Battle,2016,18006,18006
10039,How He Fell in Love,2016,17575,17575
10040,Streit's: Matzo and the American Dream,2016,17506,17506
10041,Landfill Harmonic,2016,17205,17205
10042,Always Shine,2016,17102,17102
10043,On the Map,2016,17099,17099
10044,1920 London,2016,16077,
10045,Five Nights in Maine,2016,15587,15587
10046,Be Somebody,2016,15395,15395
10047,The Adderall Diaries,2016,15364,13191
10048,The President,2016,15338,7578
10049,Starcrossed,2016,15263,15263
10050,The Wanderers 2016 Re-release,2016,14492,14492
10051,The Uncondemned,2016,14393,14393
10052,Brother Nature,2016,14218,14218
10053,Newtown,2016,14109,14109
10054,Shangri-La Suite,2016,14073,14073
10055,Yosemite,2016,13931,13931
10056,A Space Program,2016,13739,13739
10057,Tikkun,2016,13671,13671
10058,Spices of Liberty,2016,13463,13463
10059,Late Spring,2016,13254,13254
10060,City of Women,2016,12516,12516
10061,Elstree 1976,2016,12173,12173
10062,Destiny,2016,12156,12156
10063,Hot Water,2016,12101,12101
10064,When Two Worlds Collide,2016,12080,12080
10065,Lucha Mexico,2016,11722,11722
10066,The Preppie Connection,2016,11558,11558
10067,River of Grass,2016,11553,11553
10068,The Ruins of Lifta,2016,11548,11548
10069,Viktoria,2016,11314,11314
10070,Theo Who Lived,2016,11271,11271
10071,Daylight's End,2016,11257,
10072,Hacker,2016,11239,11239
10073,What Happened Last Night,2016,10844,10844
10074,National Bird,2016,10656,10656
10075,SK1 2016 Re-release,2016,10330,10330
10076,Approaching the Unknown,2016,10232,10232
10077,Beta Test,2016,10104,10104
10078,Tere Bin Laden: Dead Or Alive,2016,9995,
10079,Made in France,2016,9956,9956
10080,Chosen,2016,9536,9283
10081,The Lost Arcade,2016,9522,9522
10082,The Tree of Wooden Clogs,2016,9367,
10083,Hooligan Sparrow,2016,9263,9263
10084,Frank & Lola,2016,9188,9188
10085,The Hollow Point,2016,9149,
10086,The Ardennes 2016 Re-release,2016,9116,5638
10087,Providence,2016,8840,8840
10088,Mojave,2016,8602,8253
10089,From the East,2016,8540,8540
10090,We Are Twisted Fucking Sister!,2016,8277,8277
10091,Silicon Cowboys,2016,8239,8239
10092,The Other Side,2016,8168,8074
10093,Golden Kingdom,2016,8077,8077
10094,Talent Has Hunger,2016,7998,7998
10095,Roseanne for President!,2016,7960,7960
10096,Portrait of a Garden,2016,7914,7914
10097,Old Stone,2016,7768,7476
10098,I Don't Belong Anywhere: The Cinema of Chantal Akerman,2016,7703,7703
10099,Raman Raghav 2.0,2016,7612,
10100,Indian Point,2016,7251,7251
10101,It Had to Be You,2016,7162,7162
10102,"Ugly, Dirty and Bad",2016,7144,7144
10103,The Brainwashing of My Dad,2016,7028,7028
10104,Boom Bust Boom,2016,6896,6896
10105,Mad Tiger,2016,6823,6823
10106,Ghost Team,2016,6639,6639
10107,The Dying of the Light,2016,6627,6627
10108,The Charnel House,2016,6332,6332
10109,The Bad Kids,2016,6226,6226
10110,Slash,2016,5902,5902
10111,Bourek,2016,5844,5844
10112,Undrafted,2016,5777,5777
10113,Welcome to Happiness,2016,5083,5083
10114,Call Her Applebroog,2016,4842,4842
10115,Behind the White Glasses,2016,4770,2223
10116,Marinoni: The Fire in the Frame,2016,4696,4696
10117,Blood on the Mountain,2016,4664,4664
10118,Miss Stevens,2016,4611,4611
10119,The Automatic Hate,2016,4603,4603
10120,Search Party 2016 Re-release,2016,4571,4571
10121,Synchronicity,2016,4505,4505
10122,On Meditation,2016,4322,4322
10123,Auto Shop of Horrors,2016,4300,4300
10124,Maximum Ride,2016,4218,4218
10125,Breaking a Monster,2016,4212,4212
10126,Among the Believers,2016,4189,4189
10127,The Hollow,2016,3755,3755
10128,The Last Film Festival,2016,3558,3558
10129,The Loving Story 2016 Re-release,2016,3518,3518
10130,Restored Me 2016 Re-release,2016,3428,3428
10131,Burning Bodhi,2016,3289,3289
10132,Best and Most Beautiful Things,2016,3016,3016
10133,The Ghosts of Johnson Woods,2016,3000,3000
10134,The Professor: Tai Chi's Journey West,2016,2852,2852
10135,White Lies 2016 Re-release,2016,2760,2760
10136,Mekong Hotel,2016,2502,2502
10137,Homeland (Iraq Year Zero),2016,2491,2491
10138,Ek Hazarachi Note,2016,2404,2404
10139,Memoria,2016,2242,2242
10140,The Watermelon Woman,2016,1989,1989
10141,A Beautiful Now,2016,1714,1714
10142,Miss India America,2016,1598,1598
10143,The Silence of Mark Rothko,2016,1422,1422
10144,A Small Good Thing,2016,1196,1196
10145,Above and Below,2016,1189,
10146,Officer Downe,2016,850,850
10147,A Girl Like Grace,2016,713,713
10148,The Pit,2016,560,560
10149,Green is Gold,2016,455,455
10150,Star Wars: Episode VIII - The Last Jedi,2017,1332539889,620181382
10151,Beauty and the Beast,2017,1263521126,504014165
10152,The Fate of the Furious,2017,1236005118,226008385
10153,Despicable Me 3,2017,1034799409,264624300
10154,Jumanji: Welcome to the Jungle,2017,962077546,404515480
10155,Spider-Man: Homecoming,2017,880166924,334201140
10156,Wolf Warrior 2,2017,870325439,2721100
10157,Guardians of the Galaxy Vol. 2,2017,863756051,389813101
10158,Thor: Ragnarok,2017,853977126,315058289
10159,Wonder Woman,2017,821847012,412563408
10160,Coco,2017,807082196,209726015
10161,Pirates of the Caribbean: Dead Men Tell No Tales,2017,794861794,172558876
10162,It,2017,700381748,327481748
10163,Justice League,2017,657924295,229024295
10164,Logan,2017,619021436,226277068
10165,Transformers: The Last Knight,2017,605425157,130168683
10166,Kong: Skull Island,2017,566652812,168052812
10167,The Boss Baby,2017,527965936,175003033
10168,Dunkirk,2017,525245546,188045546
10169,War for the Planet of the Apes,2017,490719763,146880162
10170,The Greatest Showman,2017,434993183,174340174
10171,Kingsman: The Golden Circle,2017,410902662,100234838
10172,The Mummy,2017,409231607,80227895
10173,Cars 3,2017,383930656,152901115
10174,Fifty Shades Darker,2017,381545846,114581250
10175,Murder on the Orient Express,2017,352789811,102826543
10176,xXx: Return of Xander Cage,2017,346118277,44898413
10177,The Lego Batman Movie,2017,311950384,175750384
10178,The Ex-File 3: The Return of The Exes,2017,307592427,838959
10179,Annabelle: Creation,2017,306515884,102092201
10180,Wonder,2017,305937718,132422809
10181,Ferdinand,2017,296069199,84410380
10182,Split,2017,278454358,138291365
10183,Blade Runner 2049,2017,259239658,92054159
10184,Get Out,2017,255407969,176040665
10185,Kung Fu Yoga,2017,254212245,362657
10186,Baahubali 2: The Conclusion,2017,254158390,20186659
10187,Journey to the West: The Demons Strike Back,2017,246620398,880346
10188,Alien: Covenant,2017,240891763,74262031
10189,Paddington 2,2017,227331938,40891591
10190,Youth,2017,227091290,1891956
10191,Baby Driver,2017,226945087,107825862
10192,Valerian and the City of a Thousand Planets,2017,225874228,41189488
10193,Geostorm,2017,221600160,33700160
10194,The Emoji Movie,2017,217776646,86089513
10195,A Dog's Purpose,2017,205035819,64508620
10196,Smurfs: The Lost Village,2017,197183546,45020282
10197,The Shape of Water,2017,195243464,63859435
10198,Pitch Perfect 3,2017,185400345,104897530
10199,Daddy's Home 2,2017,180613180,104029443
10200,The Post,2017,179769457,81903458
10201,Baywatch,2017,177856751,58060186
10202,The Hitman's Bodyguard,2017,176586701,75468583
10203,John Wick: Chapter 2,2017,171539887,92029184
10204,Ghost in the Shell,2017,169801921,40563557
10205,"Three Billboards Outside Ebbing, Missouri",2017,159210164,54513740
10206,Duckweed,2017,151092784,471575
10207,Darkest Hour,2017,150847207,56468410
10208,King Arthur: Legend of the Sword,2017,148675066,39175066
10209,The Foreigner,2017,145374099,34393507
10210,Power Rangers,2017,142337240,85364450
10211,Girls Trip,2017,140552359,115171585
10212,American Made,2017,134866593,51342000
10213,A Bad Moms Christmas,2017,130560428,72110659
10214,Happy Death Day,2017,125479266,55683845
10215,Captain Underpants: The First Epic Movie,2017,125427681,73921000
10216,The Lego Ninjago Movie,2017,123081555,59281555
10217,Secret Superstar,2017,121956937,
10218,The Commuter,2017,119942387,36343858
10219,The Dark Tower,2017,113231078,50701325
10220,Buddies in India,2017,109593721,293194
10221,Along With the Gods: The Two Worlds,2017,109383972,1908823
10222,Jigsaw,2017,102952888,38052832
10223,Life,2017,100541806,30234022
10224,Atomic Blonde,2017,100014025,51687870
10225,The Shack,2017,96942115,57386418
10226,Chasing the Dragon,2017,87965942,456854
10227,Tiger Zinda Hai,2017,87320000,5560921
10228,Going in Style,2017,84918541,45018541
10229,Rings,2017,83080890,27793018
10230,Once Upon A Time,2017,82886178,485728
10231,A Taxi Driver,2017,81674009,1527829
10232,Lady Bird,2017,78965611,48958273
10233,American Assassin,2017,67234188,36249674
10234,Victoria & Abdul,2017,65421267,22245070
10235,The Nut Job 2: Nutty by Nature,2017,65146020,28370522
10236,The Mountain Between Us,2017,62832209,30348555
10237,The Star,2017,62812974,40852824
10238,47 Meters Down,2017,62187529,44307191
10239,How to Be a Latin Lover,2017,61881372,32149404
10240,"Everything, Everything",2017,61621140,34121140
10241,Snatched,2017,60845711,45852178
10242,My Little Pony: The Movie,2017,60330833,21885107
10243,Molly's Game,2017,59284015,28780744
10244,The Devotion of Suspect X,2017,59035664,686435
10245,Shock Wave,2017,58815633,
10246,Goldbuster,2017,57628292,186135
10247,All the Money in the World,2017,56996304,25113707
10248,The Big Sick,2017,56411585,42873127
10249,Confidential Assignment,2017,55972241,475618
10250,All Eyez on Me,2017,55668698,44922302
10251,Downsizing,2017,55003890,24449754
10252,"I, Tonya",2017,53939297,30014539
10253,Logan Lucky,2017,48453605,27780977
10254,Boo 2! A Madea Halloween,2017,48333932,47319572
10255,Phantom Thread,2017,47756590,21198205
10256,Rough Night,2017,47347283,22105643
10257,Son of Bigfoot,2017,47046281,289308
10258,The Thousand Faces of Dunjia,2017,46263237,124187
10259,The Battleship Island,2017,46141474,1104957
10260,Flatliners,2017,45158254,16883115
10261,Mother!,2017,44516999,17800004
10262,Wind River,2017,43980821,33800859
10263,Battle of Memories,2017,43892362,594552
10264,The Snowman,2017,43084060,6700035
10265,Gifted,2017,43046590,24801212
10266,Loving Vincent,2017,42187665,6735118
10267,Mary and the Witch's Flower,2017,41978431,2418404
10268,Call Me by Your Name,2017,41887595,18095701
10269,T2 Trainspotting,2017,41681746,2402004
10270,Fist Fight,2017,41087017,32187017
10271,The Circle,2017,40656399,20497844
10272,Diary of a Wimpy Kid: The Long Haul,2017,40140972,20738724
10273,Brotherhood of Blades 2,2017,39966092,14204
10274,Pokémon the Movie: I Choose You!,2017,37552144,2401722
10275,Home Again,2017,37270721,27020284
10276,The Adventurers,2017,36796816,216556
10277,Hostiles,2017,35669017,29819114
10278,Namiya,2017,35342550,70814
10279,Kidnap,2017,34814102,30971040
10280,The House,2017,34184504,25584504
10281,Tad the Lost Explorer and the Secret of King Midas,2017,34156960,5874
10282,I Want to Eat Your Pancreas,2017,33748006,277019
10283,Sleepless,2017,32917353,20783704
10284,This Is Not What I Expected,2017,30996615,337670
10285,Reset 2017 Re-release,2017,29945245,108970
10286,The Disaster Artist,2017,29820616,21120616
10287,The Swindlers,2017,29721916,241916
10288,The Fortress,2017,28645448,252895
10289,The Beguiled,2017,27397655,10709995
10290,Twins 2,2017,26942127,1431255
10291,CHIPS,2017,26800152,18600152
10292,The Bye Bye Man,2017,26667197,22395806
10293,A Cure for Wellness,2017,26620002,8106986
10294,Monster Family,2017,26441892,127259
10295,The Zookeeper's Wife,2017,26127965,17571660
10296,Only The Brave,2017,25754775,18343983
10297,Fireworks,2017,25672406,525280
10298,Father Figures,2017,25601244,17501244
10299,Badrinath Ki Dulhania,2017,25192691,1993259
10300,The Death of Stalin,2017,24646055,8047856
10301,I Can Speak,2017,24024444,63239
10302,Wish Upon,2017,23468586,14301505
10303,Detroit,2017,23355100,16790139
10304,Jolly LLB 2,2017,22974019,1654254
10305,Extraordinary Mission,2017,22757764,54174
10306,Perfect Strangers,2017,22351401,1014507
10307,The Glass Castle,2017,22088533,17273059
10308,Leap! 2017 Re-release,2017,21929861,21858070
10309,The Prison,2017,21205329,207481
10310,Sword Art Online The Movie: Ordinal Scale,2017,20725409,1522976
10311,It Comes At Night,2017,19280931,13985117
10312,The Lost City of Z,2017,19263938,8580410
10313,Memoir of a Murderer,2017,19015346,91335
10314,Battle of the Sexes,2017,18598607,12638526
10315,Fabricated City,2017,18307490,104874
10316,Unforgettable,2017,17768012,11368012
10317,The Case for Christ,2017,17644496,14682684
