,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,STRZUSTAND,lon,lat,address,City,District,Street,HouseNumber,PostalCode
0,112747,11,0,3,3,2018,1,15,4,3,6,7,1,1,0,1,0,0,0,1,13.403227969440675,52.583471535605504,"{'City': 'Berlin', 'District': 'Niederschönhausen', 'Street': 'Dietzgenstraße', 'HouseNumber': '36A', 'PostalCode': '13156'}",Berlin,Niederschönhausen,Dietzgenstraße,36A,13156
1,112892,11,0,3,3,2018,1,11,5,3,5,2,0,1,1,0,0,0,0,1,13.432186282183157,52.535255261250875,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Greifswalder Straße', 'HouseNumber': '45', 'PostalCode': '10405'}",Berlin,Prenzlauer Berg,Greifswalder Straße,45,10405
2,112902,11,0,2,2,2018,1,8,2,3,5,2,0,1,1,0,0,0,0,0,13.47089658738229,52.514173124637104,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Frankfurter Allee', 'HouseNumber': '87', 'PostalCode': '10247'}",Berlin,Friedrichshain,Frankfurter Allee,87,10247
3,112921,11,0,1,1,2018,1,19,4,3,5,7,2,1,1,0,0,0,0,1,13.39467344912885,52.510848452164254,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Leipziger Straße', 'HouseNumber': '', 'PostalCode': '10117'}",Berlin,Mitte,Leipziger Straße,,10117
4,112947,11,0,9,9,2018,1,18,4,2,5,3,2,1,1,0,0,0,0,1,13.506372166134057,52.458992961679954,"{'City': 'Berlin', 'District': 'Niederschöneweide', 'Street': 'Schnellerstraße', 'HouseNumber': '', 'PostalCode': '12439'}",Berlin,Niederschöneweide,Schnellerstraße,,12439
5,112992,11,0,2,2,2018,1,11,7,3,6,4,0,1,0,1,0,0,0,0,13.448554440855105,52.504955329689665,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Warschauer Straße', 'HouseNumber': '34', 'PostalCode': '10243'}",Berlin,Friedrichshain,Warschauer Straße,34,10243
6,113009,11,0,1,1,2018,1,8,3,3,5,3,0,1,1,0,0,0,0,1,13.373030297408992,52.51591280231045,"{'City': 'Berlin', 'District': 'Tiergarten', 'Street': 'Straße des 17. Juni', 'HouseNumber': '', 'PostalCode': '10785'}",Berlin,Tiergarten,Straße des 17. Juni,,10785
7,113235,11,0,1,1,2018,1,12,2,3,5,3,0,1,0,0,0,0,1,0,13.41769328202078,52.523445715565614,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Otto-Braun-Straße', 'HouseNumber': '', 'PostalCode': '10178'}",Berlin,Mitte,Otto-Braun-Straße,,10178
8,113267,11,0,3,3,2018,1,8,2,3,6,4,0,1,0,1,0,0,0,0,13.433537462368651,52.536115923506884,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Danziger Straße', 'HouseNumber': '119', 'PostalCode': '10407'}",Berlin,Prenzlauer Berg,Danziger Straße,119,10407
9,113277,11,0,2,2,2018,1,8,5,3,5,3,0,1,1,0,0,0,0,1,13.453670058579055,52.518830862795426,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': '', 'HouseNumber': '', 'PostalCode': '10249'}",Berlin,Friedrichshain,,,10249
10,113314,11,0,2,2,2018,1,8,5,2,5,3,0,1,1,0,0,0,0,1,13.436527470777667,52.51764210481606,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Karl-Marx-Allee', 'HouseNumber': '', 'PostalCode': '10243'}",Berlin,Friedrichshain,Karl-Marx-Allee,,10243
11,113324,11,0,7,7,2018,1,6,3,1,5,2,2,1,0,0,0,1,0,1,13.357186281683301,52.486900051899255,"{'City': 'Berlin', 'District': 'Schöneberg', 'Street': 'Hauptstraße', 'HouseNumber': '', 'PostalCode': '10827'}",Berlin,Schöneberg,Hauptstraße,,10827
12,113425,11,0,3,3,2018,1,11,6,3,1,5,0,1,1,0,0,0,0,0,13.428509205565545,52.53209045875865,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Greifswalder Straße', 'HouseNumber': '27', 'PostalCode': '10405'}",Berlin,Prenzlauer Berg,Greifswalder Straße,27,10405
13,113473,11,0,7,7,2018,1,16,5,2,5,3,0,1,1,0,0,0,0,1,13.353232747105048,52.479704519840794,"{'City': 'Berlin', 'District': 'Schöneberg', 'Street': 'Sachsendamm', 'HouseNumber': '', 'PostalCode': '10829'}",Berlin,Schöneberg,Sachsendamm,,10829
14,113484,11,0,7,7,2018,1,10,4,2,5,3,0,1,1,0,0,0,0,1,13.375945866470666,52.42985298833909,"{'City': 'Berlin', 'District': 'Mariendorf', 'Street': '', 'HouseNumber': '', 'PostalCode': '12277'}",Berlin,Mariendorf,,,12277
15,113516,11,0,1,1,2018,1,6,3,3,5,3,2,1,1,0,0,0,0,0,13.417718712673617,52.52346813184221,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Otto-Braun-Straße', 'HouseNumber': '', 'PostalCode': '10178'}",Berlin,Mitte,Otto-Braun-Straße,,10178
16,113631,11,0,2,2,2018,1,10,7,2,5,3,0,1,1,0,0,0,0,0,13.460259548607276,52.51509808818967,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Frankfurter Allee', 'HouseNumber': '', 'PostalCode': '10247'}",Berlin,Friedrichshain,Frankfurter Allee,,10247
17,113820,11,0,10,10,2018,1,15,5,3,5,2,0,1,1,0,0,0,0,0,13.57994695595187,52.505078994748835,"{'City': 'Berlin', 'District': 'Kaulsdorf', 'Street': 'Alt-Kaulsdorf', 'HouseNumber': '2', 'PostalCode': '12621'}",Berlin,Kaulsdorf,Alt-Kaulsdorf,2,12621
18,113844,11,0,9,9,2018,1,8,2,3,5,2,0,1,1,0,0,0,0,0,13.510905418097803,52.45581365029534,"{'City': 'Berlin', 'District': 'Niederschöneweide', 'Street': 'Spreestraße', 'HouseNumber': '', 'PostalCode': '12439'}",Berlin,Niederschöneweide,Spreestraße,,12439
19,113855,11,0,12,12,2018,1,6,5,3,5,2,0,1,1,0,0,0,0,1,13.311320405080306,52.6276208437254,"{'City': 'Berlin', 'District': 'Hermsdorf', 'Street': 'Veltheimstraße', 'HouseNumber': '', 'PostalCode': '13467'}",Berlin,Hermsdorf,Veltheimstraße,,13467
20,114018,11,0,1,1,2018,11,18,2,3,3,6,2,1,1,0,0,0,0,0,13.415931434270965,52.522199522664565,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Alexanderplatz', 'HouseNumber': '', 'PostalCode': '10178'}",Berlin,Mitte,Alexanderplatz,,10178
21,114019,11,0,7,7,2018,8,19,5,3,5,2,0,1,1,0,0,0,0,0,13.352133033505577,52.48010314228454,"{'City': 'Berlin', 'District': 'Schöneberg', 'Street': 'Dominicusstraße', 'HouseNumber': '', 'PostalCode': '10827'}",Berlin,Schöneberg,Dominicusstraße,,10827
22,114021,11,0,1,1,2018,10,22,6,3,1,5,2,1,1,0,0,0,0,0,13.394623874053666,52.51731745146053,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Unter den Linden', 'HouseNumber': '7', 'PostalCode': '10117'}",Berlin,Mitte,Unter den Linden,7,10117
23,114023,11,0,2,2,2018,4,19,2,2,3,6,0,1,0,0,0,0,0,0,13.465114408224407,52.514754074163754,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Frankfurter Allee', 'HouseNumber': '53', 'PostalCode': '10247'}",Berlin,Friedrichshain,Frankfurter Allee,53,10247
24,114025,11,0,10,10,2018,5,14,4,2,5,3,0,1,1,0,0,0,0,0,13.556285309720177,52.50882798673321,"{'City': 'Berlin', 'District': 'Biesdorf', 'Street': '', 'HouseNumber': '', 'PostalCode': '12683'}",Berlin,Biesdorf,,,12683
25,114039,11,0,7,7,2018,4,21,4,3,2,6,2,1,1,0,0,0,0,0,13.360697758955077,52.49088683716263,"{'City': 'Berlin', 'District': 'Schöneberg', 'Street': 'Hauptstraße', 'HouseNumber': '162', 'PostalCode': '10827'}",Berlin,Schöneberg,Hauptstraße,162,10827
26,114040,11,0,7,7,2018,3,17,1,3,5,2,0,1,1,0,0,0,0,0,13.36178399108245,52.41364201664507,"{'City': 'Berlin', 'District': 'Marienfelde', 'Street': 'Friedenfelser Straße', 'HouseNumber': '13', 'PostalCode': '12279'}",Berlin,Marienfelde,Friedenfelser Straße,13,12279
27,114046,11,0,7,7,2018,8,17,6,3,5,3,0,1,1,0,0,0,0,0,13.38654428839097,52.442086942479975,"{'City': 'Berlin', 'District': 'Mariendorf', 'Street': 'Mariendorfer Damm', 'HouseNumber': '114', 'PostalCode': '12109'}",Berlin,Mariendorf,Mariendorfer Damm,114,12109
28,114051,11,0,2,2,2018,5,18,5,3,6,4,0,1,0,1,0,0,0,0,13.446792252532443,52.51660581666179,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Karl-Marx-Allee', 'HouseNumber': '', 'PostalCode': '10243'}",Berlin,Friedrichshain,Karl-Marx-Allee,,10243
29,114057,11,0,2,2,2018,7,15,7,3,9,1,0,1,0,0,0,0,0,0,13.453418963234334,52.51810940190582,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Petersburger Straße', 'HouseNumber': '83', 'PostalCode': '10247'}",Berlin,Friedrichshain,Petersburger Straße,83,10247
30,114059,11,0,2,2,2018,5,18,6,3,0,6,0,1,0,1,0,0,0,0,13.448599242227662,52.505028272386205,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Warschauer Straße', 'HouseNumber': '34', 'PostalCode': '10243'}",Berlin,Friedrichshain,Warschauer Straße,34,10243
31,114060,11,0,7,7,2018,10,13,5,3,5,3,0,1,1,0,0,0,0,0,13.361786459850997,52.41364488811485,"{'City': 'Berlin', 'District': 'Marienfelde', 'Street': 'Friedenfelser Straße', 'HouseNumber': '13', 'PostalCode': '12279'}",Berlin,Marienfelde,Friedenfelser Straße,13,12279
32,114072,11,0,3,3,2018,12,18,6,3,5,7,2,1,1,0,0,0,0,1,13.424289823843024,52.5392780800006,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Danziger Straße', 'HouseNumber': '', 'PostalCode': '10405'}",Berlin,Prenzlauer Berg,Danziger Straße,,10405
33,114073,11,0,1,1,2018,9,17,2,3,5,3,1,1,0,0,0,0,0,1,13.422733014038196,52.52023483254443,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Karl-Marx-Allee', 'HouseNumber': '', 'PostalCode': '10178'}",Berlin,Mitte,Karl-Marx-Allee,,10178
34,114075,11,0,4,4,2018,6,15,3,3,1,5,0,1,1,0,0,0,0,0,13.265814963298396,52.50896847251725,"{'City': 'Berlin', 'District': 'Westend', 'Street': 'Heerstraße', 'HouseNumber': '', 'PostalCode': '14052'}",Berlin,Westend,Heerstraße,,14052
35,114078,11,0,2,2,2018,3,8,6,3,6,6,0,1,0,1,0,0,0,0,13.387802842311102,52.49329164597755,"{'City': 'Berlin', 'District': 'Kreuzberg', 'Street': '', 'HouseNumber': '', 'PostalCode': '10961'}",Berlin,Kreuzberg,,,10961
36,114079,11,0,2,2,2018,11,19,7,3,6,7,2,1,0,1,0,0,0,0,13.448654659410641,52.50511849835348,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Warschauer Straße', 'HouseNumber': '', 'PostalCode': '10243'}",Berlin,Friedrichshain,Warschauer Straße,,10243
37,114087,11,0,12,12,2018,3,17,6,3,5,3,1,1,1,0,0,0,0,0,13.364725549856798,52.56209019194615,"{'City': 'Berlin', 'District': 'Reinickendorf', 'Street': 'Markstraße', 'HouseNumber': '10', 'PostalCode': '13409'}",Berlin,Reinickendorf,Markstraße,10,13409
38,114088,11,0,3,3,2018,12,5,1,3,6,4,2,1,0,1,0,0,0,1,13.411973653003058,52.54113816389338,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Eberswalder Straße', 'HouseNumber': '', 'PostalCode': '10435'}",Berlin,Prenzlauer Berg,Eberswalder Straße,,10435
39,114090,11,0,3,3,2018,8,20,5,3,3,6,1,1,1,0,0,0,0,1,13.423086290843116,52.527527415004634,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Otto-Braun-Straße', 'HouseNumber': '90', 'PostalCode': '10249'}",Berlin,Friedrichshain,Otto-Braun-Straße,90,10249
40,114092,11,0,1,1,2018,7,16,3,3,0,7,0,1,0,0,0,0,1,0,13.368846225641116,52.54119317709442,"{'City': 'Berlin', 'District': 'Wedding', 'Street': 'Fennstraße', 'HouseNumber': '', 'PostalCode': '13347'}",Berlin,Wedding,Fennstraße,,13347
41,114095,11,0,3,3,2018,6,16,5,2,0,2,0,1,1,0,0,0,0,0,13.413569047157822,52.55860859185864,"{'City': 'Berlin', 'District': 'Pankow', 'Street': 'B96A', 'HouseNumber': '', 'PostalCode': '13189'}",Berlin,Pankow,B96A,,13189
42,114099,11,0,3,3,2018,3,19,6,2,0,1,2,1,0,0,0,0,0,0,13.398221427827442,52.57101300804412,"{'City': 'Berlin', 'District': 'Niederschönhausen', 'Street': 'Grabbeallee', 'HouseNumber': '', 'PostalCode': '13156'}",Berlin,Niederschönhausen,Grabbeallee,,13156
43,114105,11,0,5,5,2018,10,13,2,3,4,6,0,1,0,0,0,0,0,0,13.146628310394654,52.49389637754741,"{'City': 'Berlin', 'District': 'Gatow', 'Street': 'Potsdamer Chaussee', 'HouseNumber': '', 'PostalCode': '14089'}",Berlin,Gatow,Potsdamer Chaussee,,14089
44,114108,11,0,1,1,2018,9,17,6,3,6,6,0,1,0,1,0,0,0,0,13.364403790600262,52.50159519485834,"{'City': 'Berlin', 'District': 'Tiergarten', 'Street': 'Potsdamer Straße', 'HouseNumber': '91', 'PostalCode': '10785'}",Berlin,Tiergarten,Potsdamer Straße,91,10785
45,114109,11,0,3,3,2018,8,18,4,3,2,2,0,1,0,0,1,0,0,0,13.432200142121747,52.53526723383022,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Greifswalder Straße', 'HouseNumber': '', 'PostalCode': '10405'}",Berlin,Prenzlauer Berg,Greifswalder Straße,,10405
46,114110,11,0,7,7,2018,6,14,7,2,2,6,0,1,1,0,0,0,1,0,13.35963316312731,52.48957961407677,"{'City': 'Berlin', 'District': 'Schöneberg', 'Street': 'Hauptstraße', 'HouseNumber': '157', 'PostalCode': '10827'}",Berlin,Schöneberg,Hauptstraße,157,10827
47,114114,11,0,3,3,2018,4,20,3,3,6,4,2,1,0,1,0,0,0,0,13.41410612425603,52.5507491030779,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Schönhauser Allee', 'HouseNumber': '', 'PostalCode': '10439'}",Berlin,Prenzlauer Berg,Schönhauser Allee,,10439
48,114115,11,0,3,3,2018,12,9,6,3,3,6,0,1,0,0,0,0,0,0,13.413461501240112,52.54907073209556,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Schönhauser Allee', 'HouseNumber': '118', 'PostalCode': '10437'}",Berlin,Prenzlauer Berg,Schönhauser Allee,118,10437
49,114116,11,0,2,2,2018,9,18,5,3,6,4,1,1,0,1,0,0,0,0,13.448508748365986,52.50488093689996,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Warschauer Straße', 'HouseNumber': '', 'PostalCode': '10243'}",Berlin,Friedrichshain,Warschauer Straße,,10243
50,114118,11,0,10,10,2018,7,16,5,3,0,2,0,1,1,0,0,0,0,0,13.610453994680158,52.504790118242994,"{'City': 'Berlin', 'District': 'Mahlsdorf', 'Street': 'Alt-Mahlsdorf', 'HouseNumber': '', 'PostalCode': '12623'}",Berlin,Mahlsdorf,Alt-Mahlsdorf,,12623
51,114119,11,0,2,2,2018,7,9,5,3,5,2,0,1,1,0,0,0,0,1,13.453740267772934,52.515938626636306,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Frankfurter Tor', 'HouseNumber': '', 'PostalCode': '10243'}",Berlin,Friedrichshain,Frankfurter Tor,,10243
52,114122,11,0,3,3,2018,11,6,4,3,5,3,2,1,1,0,0,0,0,1,13.436956492596519,52.539736041361934,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Greifswalder Straße', 'HouseNumber': '', 'PostalCode': '10405'}",Berlin,Prenzlauer Berg,Greifswalder Straße,,10405
53,114123,11,0,10,10,2018,8,13,6,3,5,2,0,1,1,0,0,0,0,0,13.553421622672326,52.509344890308626,"{'City': 'Berlin', 'District': 'Biesdorf', 'Street': '', 'HouseNumber': '', 'PostalCode': '12683'}",Berlin,Biesdorf,,,12683
54,114126,11,0,7,7,2018,7,14,2,3,3,6,0,1,1,0,0,0,0,0,13.353902501631097,52.48507585377823,"{'City': 'Berlin', 'District': 'Schöneberg', 'Street': 'Hauptstraße', 'HouseNumber': '30', 'PostalCode': '10827'}",Berlin,Schöneberg,Hauptstraße,30,10827
55,114129,11,0,11,11,2018,10,18,3,3,5,3,2,1,1,0,0,0,0,1,13.47728559908658,52.513383540751285,"{'City': 'Berlin', 'District': 'Lichtenberg', 'Street': 'Frankfurter Allee', 'HouseNumber': '', 'PostalCode': '10365'}",Berlin,Lichtenberg,Frankfurter Allee,,10365
56,114136,11,0,11,11,2018,6,17,2,3,5,2,0,1,1,0,0,0,0,0,13.477426776014996,52.51351529730191,"{'City': 'Berlin', 'District': 'Lichtenberg', 'Street': 'Möllendorffstraße', 'HouseNumber': '1', 'PostalCode': '10367'}",Berlin,Lichtenberg,Möllendorffstraße,1,10367
57,114138,11,0,1,1,2018,5,8,5,3,2,4,0,1,0,1,0,0,0,0,13.378504958973217,52.50963693348586,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Leipziger Straße', 'HouseNumber': '', 'PostalCode': '10117'}",Berlin,Mitte,Leipziger Straße,,10117
58,114141,11,0,2,2,2018,9,9,6,3,5,2,0,1,1,0,0,0,0,0,13.467407032029088,52.514371313220494,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': '', 'HouseNumber': '', 'PostalCode': '10247'}",Berlin,Friedrichshain,,,10247
59,114142,11,0,1,1,2018,9,20,7,3,1,5,2,1,1,0,0,0,1,0,13.397249287691588,52.51086976077338,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Leipziger Straße', 'HouseNumber': '46', 'PostalCode': '10117'}",Berlin,Mitte,Leipziger Straße,46,10117
60,114143,11,0,3,3,2018,7,21,5,3,5,3,2,1,1,0,0,0,0,0,13.398354075243043,52.57105112319841,"{'City': 'Berlin', 'District': 'Niederschönhausen', 'Street': 'Grabbeallee', 'HouseNumber': '', 'PostalCode': '13156'}",Berlin,Niederschönhausen,Grabbeallee,,13156
61,114144,11,0,2,2,2018,3,10,3,3,6,4,0,1,0,1,0,0,0,0,13.465061828746931,52.51475935303004,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Frankfurter Allee', 'HouseNumber': '53', 'PostalCode': '10247'}",Berlin,Friedrichshain,Frankfurter Allee,53,10247
62,114147,11,0,3,3,2018,5,14,6,3,5,2,0,1,1,0,0,0,0,0,13.423968988599444,52.53910743797444,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Prenzlauer Allee', 'HouseNumber': '', 'PostalCode': '10405'}",Berlin,Prenzlauer Berg,Prenzlauer Allee,,10405
63,114152,11,0,4,4,2018,3,9,2,3,0,1,0,1,0,0,0,0,0,2,13.316326961422977,52.5121291596189,"{'City': 'Berlin', 'District': 'Charlottenburg', 'Street': 'Bismarckstraße', 'HouseNumber': '108', 'PostalCode': '10625'}",Berlin,Charlottenburg,Bismarckstraße,108,10625
64,114157,11,0,2,2,2018,6,17,6,3,5,2,0,1,1,0,0,0,0,0,13.388964681493082,52.49754575050795,"{'City': 'Berlin', 'District': 'Kreuzberg', 'Street': 'Mehringdamm', 'HouseNumber': '', 'PostalCode': '10961'}",Berlin,Kreuzberg,Mehringdamm,,10961
65,114161,11,0,3,3,2018,6,17,2,3,5,3,0,1,0,0,0,0,0,0,13.432307900513715,52.535360067074144,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Greifswalder Straße', 'HouseNumber': '', 'PostalCode': '10405'}",Berlin,Prenzlauer Berg,Greifswalder Straße,,10405
66,114162,11,0,2,2,2018,7,10,6,3,5,2,0,1,1,0,0,0,0,0,13.45247843083056,52.518408540530885,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Bersarinplatz', 'HouseNumber': '', 'PostalCode': '10249'}",Berlin,Friedrichshain,Bersarinplatz,,10249
67,114168,11,0,2,2,2018,8,15,2,2,4,7,0,1,0,0,0,0,0,0,13.438811679111463,52.517261582132484,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Karl-Marx-Allee', 'HouseNumber': '82', 'PostalCode': '10243'}",Berlin,Friedrichshain,Karl-Marx-Allee,82,10243
68,114170,11,0,3,3,2018,4,18,1,3,6,7,0,1,0,1,0,0,0,1,13.445718380853062,52.54611942618238,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Greifswalder Straße', 'HouseNumber': '137', 'PostalCode': '10409'}",Berlin,Prenzlauer Berg,Greifswalder Straße,137,10409
69,114175,11,0,1,1,2018,9,8,3,3,2,6,0,1,1,0,0,0,0,0,13.365935027577093,52.554590067625625,"{'City': 'Berlin', 'District': 'Wedding', 'Street': '', 'HouseNumber': '', 'PostalCode': '13347'}",Berlin,Wedding,,,13347
70,114176,11,0,6,6,2018,8,12,4,2,5,2,0,1,1,0,0,0,0,0,13.260564456075826,52.43498453184021,"{'City': 'Berlin', 'District': 'Zehlendorf', 'Street': 'B1', 'HouseNumber': '', 'PostalCode': '14169'}",Berlin,Zehlendorf,B1,,14169
71,114177,11,0,1,1,2018,6,20,4,3,0,3,0,1,0,0,1,0,0,0,13.404768032087635,52.51988375782634,"{'City': 'Berlin', 'District': 'Mitte', 'Street': '', 'HouseNumber': '', 'PostalCode': '10178'}",Berlin,Mitte,,,10178
72,114183,11,0,4,4,2018,10,13,3,3,6,7,0,1,0,1,0,0,0,0,13.323222838413866,52.512567408396244,"{'City': 'Berlin', 'District': 'Charlottenburg', 'Street': 'Straße des 17. Juni', 'HouseNumber': '149', 'PostalCode': '10623'}",Berlin,Charlottenburg,Straße des 17. Juni,149,10623
73,114185,11,0,2,2,2018,7,11,2,3,5,2,0,1,0,0,0,0,1,0,13.389262193009657,52.49749704496645,"{'City': 'Berlin', 'District': 'Kreuzberg', 'Street': 'Mehringdamm', 'HouseNumber': '', 'PostalCode': '10961'}",Berlin,Kreuzberg,Mehringdamm,,10961
74,114187,11,0,11,11,2018,7,8,5,3,2,2,0,1,1,0,0,0,0,0,13.477493905251118,52.51350874152026,"{'City': 'Berlin', 'District': 'Lichtenberg', 'Street': 'Möllendorffstraße', 'HouseNumber': '1', 'PostalCode': '10367'}",Berlin,Lichtenberg,Möllendorffstraße,1,10367
75,114188,11,0,10,10,2018,3,7,3,3,4,6,0,1,0,0,0,0,0,1,13.551789099638444,52.50918021944253,"{'City': 'Berlin', 'District': 'Biesdorf', 'Street': 'Alt-Biesdorf', 'HouseNumber': '14', 'PostalCode': '12683'}",Berlin,Biesdorf,Alt-Biesdorf,14,12683
76,114189,11,0,3,3,2018,5,8,3,2,5,2,0,1,1,0,0,0,0,0,13.412322178253136,52.541093141539086,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Schönhauser Allee', 'HouseNumber': '', 'PostalCode': '10437'}",Berlin,Prenzlauer Berg,Schönhauser Allee,,10437
77,114191,11,0,4,4,2018,2,9,4,3,5,2,0,1,1,0,0,0,0,0,13.297268719455767,52.511071085538774,"{'City': 'Berlin', 'District': 'Charlottenburg', 'Street': '', 'HouseNumber': '', 'PostalCode': '14059'}",Berlin,Charlottenburg,,,14059
78,114192,11,0,1,1,2018,11,8,6,3,0,2,0,1,1,0,0,0,0,0,13.420084625756209,52.521053947149156,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Karl-Marx-Allee', 'HouseNumber': '', 'PostalCode': '10178'}",Berlin,Mitte,Karl-Marx-Allee,,10178
79,114196,11,0,9,9,2018,6,4,7,3,5,3,1,1,1,0,0,0,0,0,13.460599876749553,52.4940085449026,"{'City': 'Berlin', 'District': 'Alt-Treptow', 'Street': 'Martin-Hoffmann-Straße', 'HouseNumber': '', 'PostalCode': '12435'}",Berlin,Alt-Treptow,Martin-Hoffmann-Straße,,12435
80,114199,11,0,3,3,2018,4,16,3,3,5,2,0,1,1,0,0,0,0,0,13.414617571915853,52.55620800430433,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Berliner Straße', 'HouseNumber': '83', 'PostalCode': '13189'}",Berlin,Prenzlauer Berg,Berliner Straße,83,13189
81,114202,11,0,3,3,2018,9,20,5,3,3,6,2,1,0,0,0,0,0,0,13.414801475638136,52.55480048327871,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Berliner Straße', 'HouseNumber': '77', 'PostalCode': '13189'}",Berlin,Prenzlauer Berg,Berliner Straße,77,13189
82,114203,11,0,2,2,2018,7,20,4,3,4,6,1,1,0,0,0,0,0,0,13.447600109022385,52.50363653991685,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Warschauer Straße', 'HouseNumber': '46', 'PostalCode': '10243'}",Berlin,Friedrichshain,Warschauer Straße,46,10243
83,114204,11,0,2,2,2018,7,13,4,3,0,1,0,1,0,0,0,0,0,0,13.453751546333368,52.51590209545627,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Frankfurter Tor', 'HouseNumber': '', 'PostalCode': '10243'}",Berlin,Friedrichshain,Frankfurter Tor,,10243
84,114205,11,0,7,7,2018,5,17,4,3,5,2,0,1,0,0,0,0,1,0,13.385787585597473,52.481164056536805,"{'City': 'Berlin', 'District': 'Tempelhof', 'Street': 'Tempelhofer Damm', 'HouseNumber': '20', 'PostalCode': '12101'}",Berlin,Tempelhof,Tempelhofer Damm,20,12101
85,114211,11,0,3,3,2018,8,16,4,3,2,6,0,1,1,0,0,0,1,0,13.39841492677932,52.5777325645636,"{'City': 'Berlin', 'District': 'Niederschönhausen', 'Street': 'Grabbeallee', 'HouseNumber': '64', 'PostalCode': '13156'}",Berlin,Niederschönhausen,Grabbeallee,64,13156
86,114213,11,0,1,1,2018,4,15,5,3,5,3,0,1,1,0,0,0,0,1,13.418453018084097,52.52411535525973,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Otto-Braun-Straße', 'HouseNumber': '', 'PostalCode': '10178'}",Berlin,Mitte,Otto-Braun-Straße,,10178
87,114214,11,0,3,3,2018,5,17,4,3,5,3,0,1,1,0,0,0,0,0,13.428220313635151,52.54713838785758,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Prenzlauer Allee', 'HouseNumber': '172', 'PostalCode': '10409'}",Berlin,Prenzlauer Berg,Prenzlauer Allee,172,10409
88,114215,11,0,4,4,2018,12,12,4,3,5,2,0,1,1,0,0,0,0,0,13.301365565436427,52.511151328885646,"{'City': 'Berlin', 'District': 'Charlottenburg', 'Street': 'Bismarckstraße', 'HouseNumber': '', 'PostalCode': '10627'}",Berlin,Charlottenburg,Bismarckstraße,,10627
89,114225,11,0,10,10,2018,8,16,7,3,5,7,0,1,1,0,0,0,0,0,13.588443356848476,52.50499909418685,"{'City': 'Berlin', 'District': 'Kaulsdorf', 'Street': 'Alt-Kaulsdorf', 'HouseNumber': '50', 'PostalCode': '12621'}",Berlin,Kaulsdorf,Alt-Kaulsdorf,50,12621
