,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,STRZUSTAND,lon,lat,address,City,District,Street,HouseNumber,PostalCode
248,114684,11,0,3,3,2018,8,13,7,3,3,6,0,1,0,0,0,1,0,0,13.434479328076975,52.53722330095037,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Greifswalder Straße', 'HouseNumber': '51', 'PostalCode': '10405'}",Berlin,Prenzlauer Berg,Greifswalder Straße,51,10405
249,114687,11,0,1,1,2018,5,10,6,2,5,2,0,1,0,0,0,1,0,0,13.376659469862117,52.51614334859683,"{'City': 'Berlin', 'District': 'Tiergarten', 'Street': 'Straße des 17. Juni', 'HouseNumber': '', 'PostalCode': '10785'}",Berlin,Tiergarten,Straße des 17. Juni,,10785
250,114689,11,0,7,7,2018,2,16,2,3,5,3,0,1,1,0,0,0,0,0,13.388096115932742,52.43765438434853,"{'City': 'Berlin', 'District': 'Mariendorf', 'Street': 'Mariendorfer Damm', 'HouseNumber': '156', 'PostalCode': '12107'}",Berlin,Mariendorf,Mariendorfer Damm,156,12107
251,114691,11,0,10,10,2018,9,18,2,3,5,2,0,1,1,0,0,0,0,0,13.613553485344541,52.50489337364453,"{'City': 'Berlin', 'District': 'Mahlsdorf', 'Street': 'Alt-Mahlsdorf', 'HouseNumber': '', 'PostalCode': '12623'}",Berlin,Mahlsdorf,Alt-Mahlsdorf,,12623
252,114692,11,0,11,11,2018,8,0,7,3,0,1,2,1,0,0,0,0,0,0,13.484280899847043,52.51281606367448,"{'City': 'Berlin', 'District': 'Lichtenberg', 'Street': 'Ruschestraße', 'HouseNumber': '', 'PostalCode': '10367'}",Berlin,Lichtenberg,Ruschestraße,,10367
253,114693,11,0,2,2,2018,6,9,3,3,3,6,0,1,0,0,0,0,0,0,13.389479247828882,52.496623672887054,"{'City': 'Berlin', 'District': 'Kreuzberg', 'Street': 'Mehringdamm', 'HouseNumber': '13', 'PostalCode': '10961'}",Berlin,Kreuzberg,Mehringdamm,13,10961
254,114702,11,0,12,12,2018,7,18,2,3,5,2,0,1,1,0,0,0,0,0,13.363946126722704,52.56470926799227,"{'City': 'Berlin', 'District': 'Reinickendorf', 'Street': 'Residenzstraße', 'HouseNumber': '114', 'PostalCode': '13409'}",Berlin,Reinickendorf,Residenzstraße,114,13409
255,114704,11,0,3,3,2018,5,14,1,2,5,2,0,1,1,0,0,0,0,0,13.476345340227839,52.56807880596357,"{'City': 'Berlin', 'District': 'Stadtrandsiedlung Malchow', 'Street': 'Malchower Chaussee', 'HouseNumber': '', 'PostalCode': '13088'}",Berlin,Stadtrandsiedlung Malchow,Malchower Chaussee,,13088
256,114709,11,0,3,3,2018,8,8,2,3,3,6,0,1,0,0,0,0,0,0,13.412104744066792,52.542914219523965,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Schönhauser Allee', 'HouseNumber': '', 'PostalCode': '10437'}",Berlin,Prenzlauer Berg,Schönhauser Allee,,10437
257,114714,11,0,3,3,2018,8,15,6,3,6,4,0,1,0,1,0,0,0,0,13.428737687530276,52.53228434296548,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Greifswalder Straße', 'HouseNumber': '29', 'PostalCode': '10405'}",Berlin,Prenzlauer Berg,Greifswalder Straße,29,10405
258,114717,11,0,6,6,2018,12,11,2,3,5,2,0,1,1,0,0,0,0,0,13.262169036022364,52.434815201357225,"{'City': 'Berlin', 'District': 'Zehlendorf', 'Street': 'Gartenstraße', 'HouseNumber': '', 'PostalCode': '14169'}",Berlin,Zehlendorf,Gartenstraße,,14169
259,114720,11,0,2,2,2018,6,15,4,3,0,6,0,1,0,0,0,0,0,0,13.389265348390273,52.497484345332936,"{'City': 'Berlin', 'District': 'Kreuzberg', 'Street': 'Mehringdamm', 'HouseNumber': '', 'PostalCode': '10961'}",Berlin,Kreuzberg,Mehringdamm,,10961
260,114722,11,0,12,12,2018,5,14,2,3,5,2,0,1,1,0,0,0,0,0,13.36011731867835,52.571706908275154,"{'City': 'Berlin', 'District': 'Reinickendorf', 'Street': 'Residenzstraße', 'HouseNumber': '12', 'PostalCode': '13409'}",Berlin,Reinickendorf,Residenzstraße,12,13409
261,114725,11,0,12,12,2018,8,13,5,2,5,2,0,1,1,0,0,0,0,0,13.364783083960553,52.56055302959908,"{'City': 'Berlin', 'District': 'Reinickendorf', 'Street': '', 'HouseNumber': '', 'PostalCode': '13409'}",Berlin,Reinickendorf,,,13409
262,114729,11,0,3,3,2018,8,8,3,2,5,3,0,1,0,0,1,0,0,0,13.429178493943725,52.53305234783579,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': '', 'HouseNumber': '', 'PostalCode': '10405'}",Berlin,Prenzlauer Berg,,,10405
263,114736,11,0,11,11,2018,8,5,5,3,0,7,1,1,0,0,0,0,0,0,13.48205462935295,52.513040694239756,"{'City': 'Berlin', 'District': 'Lichtenberg', 'Street': 'Frankfurter Allee', 'HouseNumber': '151', 'PostalCode': '10365'}",Berlin,Lichtenberg,Frankfurter Allee,151,10365
264,114741,11,0,7,7,2018,6,14,7,3,6,4,0,1,1,1,0,0,0,0,13.354705405167376,52.48545423637346,"{'City': 'Berlin', 'District': 'Schöneberg', 'Street': 'Hauptstraße', 'HouseNumber': '27', 'PostalCode': '10827'}",Berlin,Schöneberg,Hauptstraße,27,10827
265,114742,11,0,1,1,2018,5,13,3,3,0,2,0,1,1,0,0,0,0,0,13.368927986215894,52.50741708705599,"{'City': 'Berlin', 'District': 'Tiergarten', 'Street': 'Potsdamer Straße', 'HouseNumber': '', 'PostalCode': '10785'}",Berlin,Tiergarten,Potsdamer Straße,,10785
266,114745,11,0,1,1,2018,2,19,1,3,5,3,2,1,1,0,0,0,0,0,13.419878955219366,52.524898606627595,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Otto-Braun-Straße', 'HouseNumber': '', 'PostalCode': '10178'}",Berlin,Mitte,Otto-Braun-Straße,,10178
267,114747,11,0,1,1,2018,4,15,4,3,5,2,0,1,1,0,0,0,0,0,13.416384430669838,52.52200439890182,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Tunnel Alexanderplatz', 'HouseNumber': '', 'PostalCode': '10178'}",Berlin,Mitte,Tunnel Alexanderplatz,,10178
268,114751,11,0,1,1,2018,2,12,6,3,2,6,0,1,1,0,0,0,0,0,13.405172028980889,52.52031905678561,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Karl-Liebknecht-Straße', 'HouseNumber': '', 'PostalCode': '10178'}",Berlin,Mitte,Karl-Liebknecht-Straße,,10178
269,114753,11,0,12,12,2018,9,11,7,3,1,6,0,1,0,0,1,0,0,0,13.363616348941065,52.56533568340928,"{'City': 'Berlin', 'District': 'Reinickendorf', 'Street': 'Residenzstraße', 'HouseNumber': '117', 'PostalCode': '13409'}",Berlin,Reinickendorf,Residenzstraße,117,13409
270,114754,11,0,3,3,2018,8,7,6,3,2,2,0,1,1,0,0,0,0,0,13.413760751856175,52.55077651690936,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Schönhauser Allee', 'HouseNumber': '', 'PostalCode': '10439'}",Berlin,Prenzlauer Berg,Schönhauser Allee,,10439
271,114756,11,0,3,3,2018,3,11,1,3,5,2,0,1,1,0,0,0,0,0,13.403080317073542,52.594545041580396,"{'City': 'Berlin', 'District': 'Rosenthal', 'Street': 'Dietzgenstraße', 'HouseNumber': '128', 'PostalCode': '13158'}",Berlin,Rosenthal,Dietzgenstraße,128,13158
272,114757,11,0,3,3,2018,6,5,7,3,5,3,0,1,1,0,0,0,0,0,13.428383179217425,52.532373108317564,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Greifswalder Straße', 'HouseNumber': '209', 'PostalCode': '10405'}",Berlin,Prenzlauer Berg,Greifswalder Straße,209,10405
273,114758,11,0,3,3,2018,6,18,2,2,5,3,0,1,0,0,1,0,0,0,13.448082033497885,52.54713954061938,"{'City': 'Berlin', 'District': 'Weißensee', 'Street': 'Berliner Allee', 'HouseNumber': '3', 'PostalCode': '13088'}",Berlin,Weißensee,Berliner Allee,3,13088
274,114762,11,0,3,3,2018,12,19,7,3,0,2,2,1,1,0,0,0,0,0,13.438986252172157,52.54108118776515,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Greifswalder Straße', 'HouseNumber': '', 'PostalCode': '10409'}",Berlin,Prenzlauer Berg,Greifswalder Straße,,10409
275,114763,11,0,4,4,2018,9,17,6,3,5,3,0,1,1,0,0,0,0,0,13.29991342518455,52.51124603313613,"{'City': 'Berlin', 'District': 'Charlottenburg', 'Street': 'Bismarckstraße', 'HouseNumber': '72', 'PostalCode': '10627'}",Berlin,Charlottenburg,Bismarckstraße,72,10627
276,114765,11,0,10,10,2018,2,15,6,3,5,2,0,1,1,0,0,0,0,0,13.553046332024808,52.50905533903587,"{'City': 'Berlin', 'District': 'Biesdorf', 'Street': '', 'HouseNumber': '', 'PostalCode': '12683'}",Berlin,Biesdorf,,,12683
277,114767,11,0,1,1,2018,6,8,2,2,0,7,0,1,0,0,0,0,0,0,13.369664293454997,52.54314561114259,"{'City': 'Berlin', 'District': 'Wedding', 'Street': 'Reinickendorfer Straße', 'HouseNumber': '114', 'PostalCode': '13347'}",Berlin,Wedding,Reinickendorfer Straße,114,13347
278,114770,11,0,1,1,2018,8,9,5,3,2,2,0,1,1,0,0,0,0,0,13.369750690444988,52.51582536282124,"{'City': 'Berlin', 'District': 'Tiergarten', 'Street': 'Yitzhak-Rabin-Straße', 'HouseNumber': '', 'PostalCode': '10785'}",Berlin,Tiergarten,Yitzhak-Rabin-Straße,,10785
279,114775,11,0,4,4,2018,2,17,6,3,5,2,0,1,1,0,0,0,0,0,13.302955613334502,52.51125502082257,"{'City': 'Berlin', 'District': 'Charlottenburg', 'Street': 'Bismarckstraße', 'HouseNumber': '53', 'PostalCode': '10627'}",Berlin,Charlottenburg,Bismarckstraße,53,10627
280,114776,11,0,3,3,2018,11,16,3,2,5,3,1,1,1,0,0,0,0,0,13.428701795304807,52.55855658906669,"{'City': 'Berlin', 'District': 'Pankow', 'Street': 'Prenzlauer Promenade', 'HouseNumber': '', 'PostalCode': '13189'}",Berlin,Pankow,Prenzlauer Promenade,,13189
281,114777,11,0,9,9,2018,9,11,1,2,5,3,0,1,1,0,0,0,0,0,13.46112965569958,52.492307423667675,"{'City': 'Berlin', 'District': 'Alt-Treptow', 'Street': 'Puschkinallee', 'HouseNumber': '', 'PostalCode': '12435'}",Berlin,Alt-Treptow,Puschkinallee,,12435
282,114782,11,0,1,1,2018,8,12,5,3,5,2,0,1,0,0,1,0,0,0,13.419900432224287,52.52545321343032,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Otto-Braun-Straße', 'HouseNumber': '', 'PostalCode': '10405'}",Berlin,Prenzlauer Berg,Otto-Braun-Straße,,10405
283,114783,11,0,6,6,2018,5,10,6,3,5,3,0,1,1,0,0,0,0,0,13.28112249400166,52.44146929641476,"{'City': 'Berlin', 'District': 'Zehlendorf', 'Street': 'Schützallee', 'HouseNumber': '', 'PostalCode': '14169'}",Berlin,Zehlendorf,Schützallee,,14169
284,114789,11,0,4,4,2018,3,10,4,2,0,7,0,1,0,1,0,0,0,0,13.281227536109357,52.51005476263687,"{'City': 'Berlin', 'District': 'Westend', 'Street': 'Kaiserdamm', 'HouseNumber': '26', 'PostalCode': '14057'}",Berlin,Westend,Kaiserdamm,26,14057
285,114793,11,0,11,11,2018,11,14,7,3,5,3,0,1,1,0,0,0,0,0,13.47674151124351,52.51343561444934,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Frankfurter Allee', 'HouseNumber': '118', 'PostalCode': '10247'}",Berlin,Friedrichshain,Frankfurter Allee,118,10247
286,114794,11,0,7,7,2018,9,14,2,2,6,4,0,1,0,1,0,0,0,0,13.385491800461509,52.467441711152865,"{'City': 'Berlin', 'District': 'Tempelhof', 'Street': 'Tempelhofer Damm', 'HouseNumber': '134', 'PostalCode': '12099'}",Berlin,Tempelhof,Tempelhofer Damm,134,12099
287,114798,11,0,3,3,2018,10,18,3,3,5,2,2,1,1,0,0,0,0,0,13.41234868278714,52.54142555502964,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Schönhauser Allee', 'HouseNumber': '', 'PostalCode': '10437'}",Berlin,Prenzlauer Berg,Schönhauser Allee,,10437
288,114799,11,0,1,1,2018,6,9,5,3,1,5,0,1,0,0,0,1,0,0,13.416859366576745,52.52271066477545,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Otto-Braun-Straße', 'HouseNumber': '', 'PostalCode': '10178'}",Berlin,Mitte,Otto-Braun-Straße,,10178
289,114800,11,0,2,2,2018,8,22,6,3,6,4,2,1,0,1,0,0,0,0,13.447118152033141,52.50305913727316,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Warschauer Straße', 'HouseNumber': '', 'PostalCode': '10243'}",Berlin,Friedrichshain,Warschauer Straße,,10243
290,114802,11,0,7,7,2018,4,13,7,3,5,3,0,1,1,0,0,0,0,0,13.385584869865108,52.46374887716224,"{'City': 'Berlin', 'District': 'Tempelhof', 'Street': 'Tempelhofer Damm', 'HouseNumber': '160', 'PostalCode': '12099'}",Berlin,Tempelhof,Tempelhofer Damm,160,12099
291,114803,11,0,11,11,2018,6,14,6,3,5,3,0,1,1,0,0,0,0,0,13.484384383340315,52.51280563140764,"{'City': 'Berlin', 'District': 'Lichtenberg', 'Street': 'Ruschestraße', 'HouseNumber': '', 'PostalCode': '10367'}",Berlin,Lichtenberg,Ruschestraße,,10367
292,114804,11,0,1,1,2018,12,15,6,3,5,2,1,1,1,0,0,0,0,1,13.364876602530632,52.50214179178785,"{'City': 'Berlin', 'District': 'Tiergarten', 'Street': 'Potsdamer Straße', 'HouseNumber': '94', 'PostalCode': '10785'}",Berlin,Tiergarten,Potsdamer Straße,94,10785
293,114806,11,0,2,2,2018,9,15,3,3,0,1,0,1,0,0,0,0,0,0,13.453755271678853,52.5158844085775,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Frankfurter Tor', 'HouseNumber': '', 'PostalCode': '10243'}",Berlin,Friedrichshain,Frankfurter Tor,,10243
294,114817,11,0,1,1,2018,5,11,2,3,5,2,0,1,1,0,0,0,0,0,13.386094169587192,52.510126747191826,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Leipziger Straße', 'HouseNumber': '115', 'PostalCode': '10117'}",Berlin,Mitte,Leipziger Straße,115,10117
295,114821,11,0,12,12,2018,9,16,4,3,6,4,0,1,0,1,0,0,0,0,13.361407429664776,52.56920326071679,"{'City': 'Berlin', 'District': 'Reinickendorf', 'Street': 'Residenzstraße', 'HouseNumber': '26A', 'PostalCode': '13409'}",Berlin,Reinickendorf,Residenzstraße,26A,13409
296,114823,11,0,4,4,2018,6,14,5,3,3,6,0,1,1,0,0,0,0,0,13.269083361524501,52.5091693833508,"{'City': 'Berlin', 'District': 'Westend', 'Street': 'Heerstraße', 'HouseNumber': '', 'PostalCode': '14052'}",Berlin,Westend,Heerstraße,,14052
297,114824,11,0,6,6,2018,7,15,3,3,5,3,0,1,1,0,0,0,0,0,13.240194839371128,52.43321239214175,"{'City': 'Berlin', 'District': 'Zehlendorf', 'Street': 'Hohentwielsteig', 'HouseNumber': '', 'PostalCode': '14163'}",Berlin,Zehlendorf,Hohentwielsteig,,14163
298,114826,11,0,6,6,2018,11,9,7,3,5,7,0,1,0,0,0,0,0,0,13.226771162485141,52.43032600237522,"{'City': 'Berlin', 'District': 'Zehlendorf', 'Street': 'Potsdamer Chaussee', 'HouseNumber': '20', 'PostalCode': '14163'}",Berlin,Zehlendorf,Potsdamer Chaussee,20,14163
299,114830,11,0,2,2,2018,10,18,5,3,3,6,1,1,0,0,0,0,0,0,13.452448902294531,52.511640384197534,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Warschauer Straße', 'HouseNumber': '69', 'PostalCode': '10243'}",Berlin,Friedrichshain,Warschauer Straße,69,10243
300,114833,11,0,3,3,2018,4,9,4,3,5,2,0,1,1,0,0,0,0,0,13.414505110864656,52.54061767584684,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Danziger Straße', 'HouseNumber': '', 'PostalCode': '10435'}",Berlin,Prenzlauer Berg,Danziger Straße,,10435
301,114835,11,0,2,2,2018,3,8,5,3,5,3,0,1,1,0,0,0,0,1,13.436527470777667,52.51764210481606,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Karl-Marx-Allee', 'HouseNumber': '', 'PostalCode': '10243'}",Berlin,Friedrichshain,Karl-Marx-Allee,,10243
302,114838,11,0,1,1,2018,2,11,5,3,2,6,0,1,1,0,0,0,0,0,13.337355085776709,52.51370226353937,"{'City': 'Berlin', 'District': 'Hansaviertel', 'Street': 'Straße des 17. Juni', 'HouseNumber': '', 'PostalCode': '10557'}",Berlin,Hansaviertel,Straße des 17. Juni,,10557
303,114842,11,0,10,10,2018,6,18,6,3,5,2,0,1,1,0,0,0,0,1,13.598681585739516,52.50501988382355,"{'City': 'Berlin', 'District': 'Kaulsdorf', 'Street': 'Alt-Kaulsdorf', 'HouseNumber': '', 'PostalCode': '12621'}",Berlin,Kaulsdorf,Alt-Kaulsdorf,,12621
304,114847,11,0,1,1,2018,5,11,5,3,0,6,0,1,1,0,0,0,0,0,13.404265016502487,52.51984365996657,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Karl-Liebknecht-Straße', 'HouseNumber': '5', 'PostalCode': '10178'}",Berlin,Mitte,Karl-Liebknecht-Straße,5,10178
305,114848,11,0,3,3,2018,4,19,3,3,3,6,1,1,1,0,0,0,0,0,13.44469550363719,52.5289660895977,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Danziger Straße', 'HouseNumber': '215', 'PostalCode': '10407'}",Berlin,Prenzlauer Berg,Danziger Straße,215,10407
306,114849,11,0,4,4,2018,12,9,6,2,5,2,0,1,0,0,0,1,0,0,13.30138012619489,52.51115230204537,"{'City': 'Berlin', 'District': 'Charlottenburg', 'Street': 'Bismarckstraße', 'HouseNumber': '', 'PostalCode': '10627'}",Berlin,Charlottenburg,Bismarckstraße,,10627
307,114855,11,0,1,1,2018,5,22,5,2,6,7,2,1,0,1,0,0,0,0,13.372244189316682,52.515989634093934,"{'City': 'Berlin', 'District': 'Tiergarten', 'Street': 'Straße des 17. Juni', 'HouseNumber': '', 'PostalCode': '10785'}",Berlin,Tiergarten,Straße des 17. Juni,,10785
308,114865,11,0,7,7,2018,5,12,5,3,1,5,0,1,1,0,0,0,1,0,13.35517824929979,52.485680343853026,"{'City': 'Berlin', 'District': 'Schöneberg', 'Street': 'Hauptstraße', 'HouseNumber': '25', 'PostalCode': '10827'}",Berlin,Schöneberg,Hauptstraße,25,10827
309,114868,11,0,1,1,2018,9,18,2,3,0,6,1,1,1,0,0,0,0,0,13.407845277395174,52.51563721059421,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Mühlendamm', 'HouseNumber': '3', 'PostalCode': '10178'}",Berlin,Mitte,Mühlendamm,3,10178
310,114869,11,0,3,3,2018,6,15,1,3,3,6,0,1,0,0,0,0,0,0,13.381590009858874,52.63199211973271,"{'City': 'Berlin', 'District': 'Blankenfelde', 'Street': 'Schildower Straße', 'HouseNumber': '', 'PostalCode': '13159'}",Berlin,Blankenfelde,Schildower Straße,,13159
311,114871,11,0,11,11,2018,5,18,6,3,3,6,0,1,0,0,0,0,1,0,13.493568967437053,52.5117051920672,"{'City': 'Berlin', 'District': 'Lichtenberg', 'Street': 'Frankfurter Allee', 'HouseNumber': '214', 'PostalCode': '10365'}",Berlin,Lichtenberg,Frankfurter Allee,214,10365
312,114875,11,0,4,4,2018,7,17,6,3,5,2,0,1,1,0,0,0,0,0,13.299639192025513,52.511036088434025,"{'City': 'Berlin', 'District': 'Charlottenburg', 'Street': 'Bismarckstraße', 'HouseNumber': '71', 'PostalCode': '10627'}",Berlin,Charlottenburg,Bismarckstraße,71,10627
313,114877,11,0,2,2,2018,5,8,6,2,2,1,0,1,1,0,0,0,0,0,13.46319447223055,52.51480586002036,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Frankfurter Allee', 'HouseNumber': '42', 'PostalCode': '10247'}",Berlin,Friedrichshain,Frankfurter Allee,42,10247
314,114880,11,0,3,3,2018,11,17,5,3,6,4,2,1,0,1,0,0,0,0,13.428549508358314,52.53212465853535,"{'City': 'Berlin', 'District': 'Prenzlauer Berg', 'Street': 'Greifswalder Straße', 'HouseNumber': '28', 'PostalCode': '10405'}",Berlin,Prenzlauer Berg,Greifswalder Straße,28,10405
315,114886,11,0,7,7,2018,4,17,6,3,6,7,0,1,0,1,0,0,0,0,13.392453689964745,52.43022763418427,"{'City': 'Berlin', 'District': 'Mariendorf', 'Street': 'Mariendorfer Damm', 'HouseNumber': '233', 'PostalCode': '12107'}",Berlin,Mariendorf,Mariendorfer Damm,233,12107
316,114892,11,0,2,2,2018,7,0,6,3,5,2,2,1,1,0,0,0,0,0,13.467595223080389,52.51435236461586,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': '', 'HouseNumber': '', 'PostalCode': '10247'}",Berlin,Friedrichshain,,,10247
317,114900,11,0,2,2,2018,4,13,1,3,5,3,0,1,1,0,0,0,0,1,13.452502403693398,52.51837212391358,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Bersarinplatz', 'HouseNumber': '', 'PostalCode': '10249'}",Berlin,Friedrichshain,Bersarinplatz,,10249
318,114901,11,0,11,11,2018,5,7,2,3,5,2,0,1,0,0,0,1,0,0,13.476975534158825,52.51356195934837,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Frankfurter Allee', 'HouseNumber': '117', 'PostalCode': '10365'}",Berlin,Friedrichshain,Frankfurter Allee,117,10365
319,114902,11,0,2,2,2018,10,17,3,3,5,2,1,1,1,0,0,0,0,1,13.451454940653422,52.509464490405364,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Warschauer Straße', 'HouseNumber': '59A', 'PostalCode': '10243'}",Berlin,Friedrichshain,Warschauer Straße,59A,10243
320,114903,11,0,7,7,2018,2,17,5,2,5,2,2,1,1,0,0,0,0,0,13.38582266428915,52.48316918137655,"{'City': 'Berlin', 'District': 'Tempelhof', 'Street': 'Platz der Luftbrücke', 'HouseNumber': '', 'PostalCode': '12101'}",Berlin,Tempelhof,Platz der Luftbrücke,,12101
321,114908,11,0,2,2,2018,7,14,3,3,6,4,0,1,0,1,0,0,0,0,13.453597610512501,52.51756246874168,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Petersburger Straße', 'HouseNumber': '89', 'PostalCode': '10247'}",Berlin,Friedrichshain,Petersburger Straße,89,10247
322,114910,11,0,1,1,2018,6,9,5,3,6,4,0,1,0,1,0,0,0,0,13.386644047212107,52.516729880221064,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Unter den Linden', 'HouseNumber': '', 'PostalCode': '10117'}",Berlin,Mitte,Unter den Linden,,10117
323,114912,11,0,3,3,2018,4,12,1,3,5,3,0,1,1,0,0,0,0,0,13.398435277118045,52.576844958229884,"{'City': 'Berlin', 'District': 'Niederschönhausen', 'Street': 'Tschaikowskistraße', 'HouseNumber': '', 'PostalCode': '13156'}",Berlin,Niederschönhausen,Tschaikowskistraße,,13156
324,114917,11,0,4,4,2018,4,16,3,3,5,2,0,1,1,0,0,0,0,0,13.314660679666229,52.51201854415506,"{'City': 'Berlin', 'District': 'Charlottenburg', 'Street': 'Leibnizstraße', 'HouseNumber': '', 'PostalCode': '10625'}",Berlin,Charlottenburg,Leibnizstraße,,10625
325,114922,11,0,2,2,2018,2,11,4,3,3,6,0,1,1,0,0,0,0,0,13.45291069554986,52.51268446007647,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Warschauer Straße', 'HouseNumber': '74', 'PostalCode': '10243'}",Berlin,Friedrichshain,Warschauer Straße,74,10243
326,114925,11,0,12,12,2018,8,16,4,3,0,7,0,1,1,0,0,0,0,0,13.313270670960133,52.62112465595748,"{'City': 'Berlin', 'District': 'Hermsdorf', 'Street': 'Berliner Straße', 'HouseNumber': '102', 'PostalCode': '13467'}",Berlin,Hermsdorf,Berliner Straße,102,13467
327,114927,11,0,1,1,2018,6,18,6,2,0,6,0,1,0,0,0,0,0,0,13.425568404124412,52.519397772435816,"{'City': 'Berlin', 'District': 'Mitte', 'Street': 'Karl-Marx-Allee', 'HouseNumber': '47', 'PostalCode': '10178'}",Berlin,Mitte,Karl-Marx-Allee,47,10178
328,114930,11,0,9,9,2018,5,10,4,3,5,3,0,1,0,0,0,0,0,0,13.463352491122288,52.49164161955055,"{'City': 'Berlin', 'District': 'Alt-Treptow', 'Street': 'Puschkinallee', 'HouseNumber': '', 'PostalCode': '12435'}",Berlin,Alt-Treptow,Puschkinallee,,12435
329,114942,11,0,6,6,2018,10,14,1,3,1,5,0,1,1,0,0,0,1,0,13.154963789931987,52.41898829910322,"{'City': 'Berlin', 'District': 'Wannsee', 'Street': 'Königstraße', 'HouseNumber': '53', 'PostalCode': '14109'}",Berlin,Wannsee,Königstraße,53,14109
330,114947,11,0,11,11,2018,12,13,4,3,5,3,0,1,1,0,0,0,0,0,13.534983253545898,52.51033049569816,"{'City': 'Berlin', 'District': 'Friedrichsfelde', 'Street': 'Alt-Friedrichsfelde', 'HouseNumber': '65C', 'PostalCode': '10315'}",Berlin,Friedrichsfelde,Alt-Friedrichsfelde,65C,10315
331,114948,11,0,2,2,2018,9,1,6,3,8,1,2,1,0,0,0,0,0,0,13.451247742891018,52.50902579816371,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Warschauer Straße', 'HouseNumber': '', 'PostalCode': '10243'}",Berlin,Friedrichshain,Warschauer Straße,,10243
332,114951,11,0,11,11,2018,7,7,5,3,5,2,0,1,1,0,0,0,0,0,13.483306257390572,52.58306016667867,"{'City': 'Berlin', 'District': 'Malchow', 'Street': 'Bundesstraße 2', 'HouseNumber': '', 'PostalCode': '13051'}",Berlin,Malchow,Bundesstraße 2,,13051
333,114955,11,0,7,7,2018,12,19,2,3,6,4,2,1,0,1,0,0,0,1,13.388018214915547,52.43787375902378,"{'City': 'Berlin', 'District': 'Mariendorf', 'Street': 'Mariendorfer Damm', 'HouseNumber': '155', 'PostalCode': '12107'}",Berlin,Mariendorf,Mariendorfer Damm,155,12107
334,114969,11,0,2,2,2018,5,15,1,3,0,2,0,1,1,0,0,0,0,0,13.460261296140349,52.51524161302882,"{'City': 'Berlin', 'District': 'Friedrichshain', 'Street': 'Frankfurter Allee', 'HouseNumber': '', 'PostalCode': '10247'}",Berlin,Friedrichshain,Frankfurter Allee,,10247
335,114975,11,0,3,3,2018,7,15,4,3,0,1,0,1,0,0,0,0,0,0,13.428233329388616,52.56031213581698,"{'City': 'Berlin', 'District': 'Pankow', 'Street': 'Prenzlauer Promenade', 'HouseNumber': '', 'PostalCode': '13189'}",Berlin,Pankow,Prenzlauer Promenade,,13189
336,114976,11,0,6,6,2018,3,17,1,3,2,6,0,1,1,0,0,0,0,0,13.094676444820616,52.413352574911606,"{'City': 'Berlin', 'District': 'Wannsee', 'Street': 'Königstraße', 'HouseNumber': '', 'PostalCode': '14109'}",Berlin,Wannsee,Königstraße,,14109
